,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Beta,Res_Mom_1Y,Res_Mom_6m
16,1358,Alcadon Group,Electrical Components,5.592,-46.214,1.019,77.4,722.8,0.13792,1432.625,53.953,0.13824,-31.0,340.5,-0.21166000000000001,0.06414,1.14076,Sweden,First North,ALCA,24.079,2022-02-22,ALCA.ST,0.00685,27.814,1.945,4.207,0.57576,2022-03-03,Q4-2021,Industrials,-0.09104258443465492,0.1070835639180963,-0.07923012703919596,-1.3914200887201886,0.4587361036267042,0.40328907003169556,0.5218812886509894,1.5180537252352395,5.173814958032435,1.2631607882574836
17,10,Alfa Laval,Industrial Components,274.358,536.869,0.636,14510.0,64361.0,0.16241,128311.59,31.938,0.14714,239.0,32096.0,-0.10972,-0.13072,0.12317,Sweden,Large Cap,ALFA,22.092,2022-02-02,ALFA.ST,0.019610000000000002,26.87,3.136,3.998,0.05753,2022-03-03,Q4-2021,Industrials,0.007446410767696909,0.22544708752194653,-0.024771892410195506,-0.7390790090144079,0.278096861093761,0.2547051081032169,0.30719062696261745,1.2972407037181999,4.468059602086793,1.0451346095771354
18,2146,Aligro Planet SPAC,Investment Banking,0.864,,,,,,1187.5,9.028,,,,-0.019610000000000002,-0.03061,-0.9495399999999999,Sweden,Mid Cap,APAC SPAC A,,,APAC-SPAC-A.ST,,,,,,2022-03-03,Q4-2020,Financials,,,-0.0005463457772232339,-0.010816862005292274,0.08369541360037659,0.0795513804266071,0.46292,,0.03399046013870462,-0.13734899809306686
19,739,Alimak,Installation,9.662,10.59,0.632,1271.5,5901.7,0.09939,5740.748,29.721,0.08007,542.1,3840.4,-0.00935,-0.31436,-0.23187999999999998,Sweden,Mid Cap,ALIG,13.566,2022-02-10,ALIG.ST,0.03113,18.669,1.54,1.495,0.05024,2022-03-03,Q4-2021,Industrials,0.1411571711280075,0.21544639680092179,0.07083565040853945,2.5764710362864855,0.2685084133857661,0.2512131770020971,0.2519801118093899,1.240608516468968,-0.10746272014260928,0.18502134817403174
20,1385,Alligator Bioscience,Biotechnology,0.968,-4.079,0.039,-71.856,333.2,-18.53916,518.375,53.521,-0.50212,-127.078,282.273,0.00642,-0.49189,-0.6434000000000001,Sweden,Small Cap,ATORX,-1.766,2022-02-11,ATORX.ST,,-3.658,34.27,1.836,1.193,2022-03-03,Q4-2021,Health Care,-0.4501953782331289,-0.21565426170468185,0.048135386082857945,0.8122696800656835,0.5940646631768576,0.4592631639705378,0.5431300853499372,1.0360786410341678,-0.4095871506984245,0.4747761307066413
21,1477,Alligo,Industrial Components,1.308,15.136,0.976,3521.0,8679.0,0.0755,9051.087,43.146,0.08439999999999999,598.0,3429.0,-0.14519,-0.17684999999999998,0.22621,Sweden,Mid Cap,ALLIGO B,26.518,2022-02-15,ALLIGO-B.ST,0.00984,30.844,1.064,2.64,0.45866,2022-03-03,Q4-2021,Industrials,0.17439486730825313,0.40569189998847793,-0.017845236691928945,-0.42612926755353475,0.4275801423668607,0.3970282642684167,0.38381380563067785,1.233505745096457,1.0488724260909459,-0.12218009651191762
22,364,ALM Equity,Real Estate,1.098,-17.302,0.16,3323.0,13132.0,0.40378,23859.84,39.178,0.4733,-1379.0,7154.0,-0.05882,0.17359000000000002,0.37143,Sweden,First North,ALM,8.134,2022-02-25,ALM.ST,0.00125,2.894,11.384,3.335,0.38743,2022-03-03,Q4-2021,Financials,-0.19275929549902152,0.2530459945172099,-0.003796627483668491,-0.07603018530108967,0.32786883440428743,0.2859562102940164,0.4576690892061058,0.5638541669301956,-1.7761374718466525,0.21454091582835913
23,1419,Ambea,Healthcare Facilities,16.353,4.767,0.688,9849.0,16674.0,0.048470000000000006,4528.417,42.974,0.052320000000000005,950.0,4530.0,-0.10542,-0.25798,-0.34168,Sweden,Mid Cap,AMBEA,23.996,2022-02-09,AMBEA.ST,0.02403,19.071,0.388,1.0,0.1329,2022-03-03,Q4-2021,Health Care,0.2097130242825607,0.5906801007556675,-0.057455943259034026,-1.4244196194597705,0.3589665877827102,0.32096444741700436,0.36968910777776237,1.3684171620025445,-0.7088631428803955,-0.1749633020483329
24,2048,Annehem Fastigheter,Real Estate,1.191,-2.17,0.073,238.1,3954.0,0.04396,1864.179,29.595,0.09802,-859.2,2208.7,-0.13187,-0.19695000000000001,0.09913,Sweden,Mid Cap,ANNE B,19.765,2021-10-29,ANNE-B.ST,,8.611,5.399,0.844,,2022-03-03,Q3-2021,Financials,-0.389007108253724,0.060217501264542235,0.037558286688665676,1.0885217497478887,0.32565311534146757,0.29698744754448,0.3162338129918412,,0.03399046013870462,-0.13734899809306686
25,505,AQ Group,Industrial Components,2.845,-31.985,1.164,2748.0,4699.0,0.14504,4893.645,39.277,0.13932,-153.0,2615.0,-0.07118000000000001,-0.19306,-0.03136,Sweden,Mid Cap,AQ,12.23,2022-02-17,AQ.ST,0.012450000000000001,13.371,0.872,1.871,0.21594999999999998,2022-03-03,Q4-2021,Industrials,-0.058508604206500954,0.5848052777186635,0.011997733477454031,0.3024037151674119,0.3599274258923696,0.33737058055674446,0.36362332253690355,1.5833790625551543,-1.116086238566084,0.9682723415764566
26,296,Arcane Crypto,Internet Transactions,3.749,-6.686,1.835,27.788,181.044,-0.25819,838.662,87.086,-1.0973,-125.433,148.948,-0.42,-0.56659,-0.6657599999999999,Sweden,First North,ARCANE,-24.375,2022-02-25,ARCANE.ST,,-5.135,2.521,5.631,68.10076,2022-03-03,Q4-2021,Technology,-0.8421261111260305,0.15348754998784825,0.020039413201139,0.203694205483506,0.9743320633761317,0.864610159307082,0.9016665708161526,2.125048595105244,-4.067601363046477,-2.0848988927441714
27,381,Arctic Paper,Forest & Wood Products,0.689,-79.146,1.382,1345.515,5121.378,0.11315,1316.472,45.249,0.07416,-16.633,1878.28,0.13095,0.04972000000000001,0.34345,Sweden,Small Cap,ARP,4.689,2021-05-19,ARP.ST,0.03521,6.903,0.186,0.701,0.08134000000000001,2022-03-03,Q3-2021,Materials,-0.00885544221308857,0.2627251884160865,-0.016195975771634896,-0.3584337756206209,0.40376422713462295,0.3745208797421472,0.41413108906200896,0.7102127169719201,1.283614695570837,1.8413974102751502
28,1710,Arion Banki,Banks,2.319,4.381,0.041,3184.92,106423.0,0.02732,22775.2,27.424,0.147,5198.175,15762.44,0.055380000000000006,0.20987999999999998,0.715,Sweden,Large Cap,ARION SDB,8.269,2022-02-09,ARION-SDB.ST,0.00825,10.266,5.211,1.445,0.12037,2022-03-03,Q4-2021,Financials,0.32978238140795463,0.02992698946656268,0.04384416683222736,1.6050945177853926,0.30253251176543633,0.29276760189325335,0.2503518778048905,0.7772608311613538,5.239604243428706,2.366389658018241
29,14,Arise Windpower,Wind Energy,3.589,82.742,0.184,232.0,1511.0,0.07322000000000001,1572.09,49.894,0.08432,19.0,676.0,0.00603,0.02206,-0.11839000000000001,Sweden,Small Cap,ARISE,26.292,2022-02-17,ARISE.ST,,27.581,5.655,2.326,0.06559,2022-03-03,Q4-2021,Utilities,0.028106508875739646,0.15354070152217075,-0.007059864187151876,-0.14153159369968288,0.4675163190845439,0.441569092215007,0.4571751251862551,1.218095072745119,-2.726031968474093,2.5384694549738573
30,1574,Arjo,Medical Supplies,55.635,20.631,0.621,4209.0,14612.0,0.14511,21435.519,42.982,0.10776999999999999,1039.0,6885.0,-0.28454999999999997,-0.31206,0.23645,Sweden,Large Cap,ARJO B,23.934,2022-02-03,ARJO-B.ST,0.014610000000000001,28.889,2.363,3.113,0.05441,2022-03-03,Q4-2021,Health Care,0.15090777051561366,0.2880509170544758,-0.06351733152686567,-1.5304261274581803,0.35199189159573724,0.3121436183122744,0.380381613252902,0.330277269456083,-0.23202993447921388,-5.37183550882071
31,1793,Ascelia Pharma,Pharmaceuticals,2.735,-6.717,,,333.493,-2.94836,783.146,40.411,-0.409,-116.597,307.834,-0.26935,-0.22297999999999998,-0.47448,Sweden,Small Cap,ACE,-3.785,2022-02-10,ACE.ST,,-6.08,,2.544,0.3059,2022-03-03,Q4-2021,Health Care,-0.3787658283360512,,0.0147819974675516,0.3350889811071882,0.39963007747501844,0.3743261416055006,0.4043082651890138,0.7337498876083602,-5.972398182515654,-2.407125753683434
32,1473,Aspire Global,Gambling & Casinos,20.787,8.883,0.983,760.324,2254.295,0.28465,5012.798,68.208,0.63144,564.322,1362.97,0.30047999999999997,0.39433,0.74516,Sweden,First North,ASPIRE,15.738,2022-02-17,ASPIRE.ST,,5.78,2.262,3.678,0.48220999999999997,2022-03-03,Q4-2021,Consumer Durables,0.41403846012751566,0.3372779516434184,0.048396842876610724,0.5960709081757305,0.48455962391840945,0.36362024004757,0.7441470229027461,0.6384626971369712,3.99935414853663,2.7115939260629123
33,17,Assa Abloy,Construction Supplies,418.413,30.031,0.731,37777.0,129975.0,0.15027,281147.955,28.07,0.15663,9362.0,69583.0,-0.0262,-0.08009000000000001,0.12946,Sweden,Large Cap,ASSA B,21.735,2022-02-04,ASSA-B.ST,0.01662,25.752,2.959,4.04,0.10685,2022-03-03,Q4-2021,Industrials,0.13454435709871665,0.2906482015772264,0.09763801748063572,3.5324223535500554,0.23983086685807017,0.21481769425978475,0.2533296197498964,0.8913105712315101,1.631755676094641,1.9232613006062858
34,18,AstraZeneca,Pharmaceuticals,621.4,-42.424,0.355,210831.203,889263.812,0.01381,1824287.108,27.976,0.0028499999999999997,-43001.801,331421.906,0.18964999999999999,0.16690000000000002,0.488,Sweden,Large Cap,AZN,227.718,2022-02-10,AZN.ST,0.015269999999999999,1863.564,5.777,5.504,0.57897,2022-03-03,Q4-2021,Health Care,-0.12974942277955517,0.2370851036047782,0.036407872275754816,1.2595573224699417,0.24398242687805025,0.22151212764263833,0.26492137772461266,0.16241564729826358,3.33023266347455,0.7162367449893065
35,19,Atlas Copco A,Industrial Machinery,637.231,34.157,0.811,46529.0,136683.0,0.3064,581729.91,33.227,0.26806,17031.0,67633.0,-0.15185,-0.19976,-0.04839,Sweden,Large Cap,ATCO A,25.038,2022-01-25,ATCO-A.ST,0.01606,31.776,5.245,8.601,0.20568,2022-03-03,Q4-2021,Industrials,0.25181494240977037,0.3404154137676229,-0.04634333694840642,-1.4219822214680435,0.2731286459406404,0.25809829047070126,0.2986983188913082,1.0805260833385888,-4.867955763433547,-1.6781255142410418
36,20,Atrium Ljungberg,Real Estate,20.809,-149.146,0.042,3084.0,54285.0,0.031709999999999995,25951.451,29.482,0.1471,-174.0,25541.0,-0.01367,-0.0794,0.19311,Sweden,Large Cap,ATRLJ B,28.102,2022-02-10,ATRLJ-B.ST,0.026690000000000002,6.569,8.415,1.016,0.09412000000000001,2022-03-03,Q4-2021,Financials,-0.006812575858423711,0.05681127383255043,0.04082900792317079,1.2073780629934938,0.2599922007013987,0.24966922393865593,0.3099311228067097,0.7114872914452273,3.942923190613451,2.3578180811429714
37,920,Attendo,Healthcare Facilities,13.145,5.144,0.611,4182.0,21076.0,0.04332,4964.264,29.698,0.0113,965.0,4957.0,-0.06505,-0.26832,-0.34076,Sweden,Mid Cap,ATT,24.278,2022-02-10,ATT.ST,,88.391,0.385,1.001,0.050019999999999995,2022-03-03,Q4-2021,Health Care,0.19467419810369174,0.19842474852913267,-0.04224440769574134,-1.2877963497553562,0.2829144331736211,0.2541345263771399,0.30065032563741284,0.969240260769209,-2.384714923875287,0.2526658460061306
38,21,Autoliv,Auto & Equipment,226.639,32.313,1.092,12677.29,63235.43,0.14967,81332.195,31.43,0.16427,2517.0,22090.869,-0.11221,0.051289999999999995,-0.0088,Sweden,Large Cap,ALIV SDB,15.92,2022-01-28,ALIV-SDB.ST,0.027149999999999997,19.099,1.178,3.682,-0.18481000000000003,2022-03-03,Q4-2021,Consumer Durables,0.11393847838217683,0.2004776436247844,-0.0188639885301094,-0.5900653178944275,0.2802276882223076,0.25910754020254195,0.2930036818855083,1.4151463499686219,2.598906788783927,6.709021061622181
39,22,Avanza Bank,Retail & Mortgage Banks,157.775,17.635,0.012,2548.0,279082.0,0.00873,33665.781,42.363,0.43553,1909.0,4700.0,-0.36128,-0.36502,-0.24599000000000001,Sweden,Large Cap,AZA,13.814,2022-01-20,AZA.ST,0.042510000000000006,16.402,10.199,7.163,0.36286999999999997,2022-03-03,Q4-2021,Financials,0.40617021276595744,0.009129933137930788,0.025642039854113508,0.714038413898261,0.3815209132935833,0.3640531575873598,0.3291324004909696,1.2119609869855261,-4.2070367320605415,-3.9247929625684526
40,1557,Awardit,Advertising,4.459,-17.113,0.453,195.454,1168.476,0.11871000000000001,2092.336,56.283,0.060880000000000004,-122.269,505.595,-0.10676000000000001,0.12054000000000001,1.40381,Sweden,First North,AWRD,31.482,2022-02-25,AWRD.ST,,59.197,3.792,4.138,2.83117,2022-03-03,Q4-2021,Consumer Durables,-0.24183190102750224,0.16727258411811624,0.1195339619967355,2.1326101425848702,0.48652834660210637,0.44153030459999637,0.5137117357081272,1.3790679188783328,4.158417054599179,1.9235287129175518
41,24,Axfood,Food Retail,73.021,69.723,2.439,8946.0,23731.0,0.24721,52152.944,19.278,0.41537999999999997,748.0,4952.0,0.01844,0.10493999999999999,0.23509,Sweden,Large Cap,AXFO,22.113,2022-02-03,AXFO.ST,0.031190000000000002,24.257,0.901,10.532,0.26135,2022-03-03,Q4-2021,Food and Beverage,0.15105008077544427,0.37697526442206397,0.06946472136087967,3.50908684538952,0.16362528991561948,0.15035524854568222,0.18143030240672858,-0.011103928124271892,0.8935836614705049,1.3967133689244402
42,1769,Azelio,Renewable Energy,16.259,-1.929,0.001,137.736,1252.402,-0.61422,809.802,105.896,-0.36293,-419.732,1008.102,-0.64534,-0.81243,-0.88043,Sweden,First North,AZELIO,-1.06,2022-02-25,AZELIO.ST,,-2.213,5.337,0.803,0.35811,2022-03-03,Q4-2021,Utilities,-0.4163586621195078,0.10997746729883855,-0.2821371801147424,-2.0725517187965625,0.9580592177857952,0.7396785540288948,1.2476552189374888,1.1176010442897013,-6.610638596469976,-3.5254536678880024
43,1313,B3 Consulting,IT Consulting,1.76,12.442,1.647,283.5,559.7,0.33860999999999997,874.64,52.026,0.23279,70.3,194.6,0.38298000000000004,0.49424999999999997,1.3305799999999999,Sweden,Small Cap,B3,13.101,2022-02-18,B3.ST,0.03365,19.308,0.947,4.495,0.09273999999999999,2022-03-03,Q4-2021,Technology,0.36125385405960947,0.5065213507236019,0.23336689769755847,4.717970561419316,0.44665025141592596,0.41113947632576203,0.45333961264665523,0.8400307411063783,6.837198437785803,3.819045865154238
44,377,Bactiguard,Medical Equipment,1.236,-875.421,0.211,78.795,849.29,-0.09515000000000001,4520.676,32.581,-0.10855000000000001,-5.164,541.45,-0.1502,-0.23669,-0.17042000000000002,Sweden,Mid Cap,BACTI B,-83.988,2022-02-08,BACTI-B.ST,,-76.786,25.248,8.349,0.25780000000000003,2022-03-03,Q4-2021,Health Care,-0.00953735340289962,0.09277749649707404,-0.043413311656821274,-1.2008976022113866,0.35908409562405047,0.3385649754008746,0.33132681166112155,0.174758781995185,-8.849444619387388,-5.91300633649481
45,1517,Balco Group,Construction Supplies,2.793,-62.518,0.9,296.3,1245.6,0.14227,2475.717,39.78,0.13208,-39.6,692.0,-0.11718999999999999,-0.11718999999999999,0.37805,Sweden,Mid Cap,BALCO,21.803,2022-02-17,BALCO.ST,0.0177,27.087,2.209,3.578,0.01823,2022-03-03,Q4-2021,Industrials,-0.05722543352601156,0.2378773281952473,0.07748685624487017,1.713280311307043,0.36010064673527986,0.3314336050976602,0.4145140544285895,0.5508510850186329,1.7094674951376885,-5.363116063123721
46,1450,Bambuser,Online Services,8.69,-7.256,0.159,-35.796,869.472,-0.89554,1886.001,66.785,-0.30036999999999997,-259.938,769.494,-0.35503,-0.37189999999999995,-0.61713,Sweden,First North,BUSER,-5.817,2022-02-11,BUSER.ST,,-8.16,11.309,2.451,1.28789,2022-03-03,Q4-2021,Technology,-0.33780380353842915,-0.04116981340399691,-0.18277679481603681,-3.1075825431072155,0.6719078999609953,0.6193263521573436,0.539061142162558,0.09071333365405226,-13.26782881680718,-9.46098849475722
47,27,BE Group,Industrial Components,7.025,259.271,1.735,1102.0,3105.0,0.29827000000000004,1814.895,55.586,0.35031999999999996,7.0,1413.0,0.13878000000000001,0.58163,8.39498,Sweden,Small Cap,BEGR,3.311,2022-01-27,BEGR.ST,0.08602,3.659,0.337,1.284,0.28412,2022-03-03,Q4-2021,Industrials,0.004953998584571833,0.3549114331723027,0.1209975820471807,2.2804236028727183,0.5470519796592853,0.46964960902979114,0.48629612317583415,0.8932377656467297,5.517955021226474,1.6670467216393299
48,29,Beijer Alma,Industrial Components,16.662,-29.263,0.849,1744.9,6344.1,0.19768,14221.832,46.356,0.19909,-486.0,2854.0,0.0,0.0583,0.49033,Sweden,Mid Cap,BEIA B,20.064,2022-02-16,BEIA-B.ST,0.014830000000000001,25.03,2.639,4.983,0.3543,2022-03-03,Q4-2021,Industrials,-0.1702873160476524,0.27504295329518763,0.026455229203120045,0.5457566266318847,0.37811350200526544,0.35315424013257735,0.4442752847506005,1.5457822730353472,6.178745833624265,7.295913864017219
49,30,Beijer Electronics,Computer Hardware,1.361,-17.927,0.757,,2139.075,0.05316,1673.426,60.317,0.04875,-93.348,729.196,-0.20929999999999999,-0.07372,0.35191,Sweden,Mid Cap,BELE,36.398,2022-01-27,BELE.ST,0.00865,46.229,1.026,2.295,0.13544,2022-03-03,Q4-2021,Technology,-0.12801496442657392,,-0.03499191623202702,-0.5280512724633172,0.5068022566170667,0.4811572431382465,0.6073391475671795,1.3043236223034897,4.050216043836096,1.5840371763911245
50,28,Beijer Ref,Installation,60.399,-94.619,1.105,,15300.0,0.14462,54784.163,45.74,0.18591000000000002,-579.0,5266.0,-0.18672,-0.28278,0.16956,Sweden,Large Cap,BEIJ B,43.622,2022-01-27,BEIJ-B.ST,0.00768,55.961,3.232,10.403,0.34116,2022-03-03,Q4-2021,Industrials,-0.10995062666160274,,0.004098758819478077,0.08285584274514465,0.372901558009751,0.3547409228749357,0.45338679623113975,1.8512886793181722,1.0599727044542444,-1.477310507042041
51,26,Bergman & Beving,Industrial Components,3.046,67.03,0.88,1904.0,5097.0,0.08402,3418.526,40.027,0.10590999999999999,51.0,1778.0,-0.13712,-0.2503,0.18305,Sweden,Mid Cap,BERG B,14.679,2022-02-09,BERG-B.ST,0.02408,17.386,0.761,1.923,0.07896,2022-03-03,Q3-2022,Industrials,0.028683914510686165,0.3735530704335884,0.0369970438297913,0.8833781232012413,0.3881033762832766,0.37618208827324706,0.38384865865869866,1.440897781646206,3.7576256086715634,0.7310537094615219
