,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Return 3m Rank,Return 6m Rank,Return 1y Rank,EA ret std Rank,P/E Rank,P/B Rank,P/S Rank,P/FCF Rank,EV/EBIT Rank,Asset Growth Rank,Yield Rank,ROE Rank,ROC Rank,FCFROE Rank,GPA Rank,Assets Turn Rank,Momentum Rank,Quality Rank,Value Rank,Gestalt Rank
41,41,1557,Awardit,Advertising,4.248,3157.322,0.453,195.454,1168.476,0.11871,2259.056,55.031,0.06088,-122.269,505.595,-0.01095,0.36869,1.61836,Sweden,First North,AWRD,34.107,2022-02-25,AWRD.ST,1.61836,0.0,63.914,4.268,4.468,2.83117,2022-02-25,Q4-2021,Consumer Durables,-0.2418319010275022,0.1672725841181162,0.094478340850177,1.6786371922203307,0.4768049334585853,0.4284723497063945,0.5158400522594249,75.0,15.0,6.0,52.0,223.0,243.0,241.0,264.0,203.0,348.0,270.5,215.0,145.0,260.0,252.0,246.0,10.0,242.0,286.5,188.5
193,193,98,Hexagon,Measuring & Analysis,401.853,208.658,0.308,28530.42,143769.0,0.08961,335208.688,32.852,0.09146,1606.5,89067.422,-0.0883,-0.15914,0.20578,Sweden,Large Cap,HEXA B,35.061,2022-02-02,HEXA-B.ST,0.19496,0.00906,39.39,7.57,3.764,0.3168499999999999,2022-02-25,Q4-2021,Industrials,0.0180368979355886,0.198446257538134,0.0275670632879745,0.7165113535736171,0.2748848407343218,0.2674590756507065,0.352620104551636,119.0,162.0,90.0,101.0,190.0,220.0,280.0,152.0,208.0,245.0,147.0,174.0,184.0,146.0,234.0,277.0,92.5,219.0,227.0,188.5
118,118,58,CTT Systems,Installation,2.26,116.629,0.46,138.5,328.5,0.11256,2530.858,31.786,0.0667,21.7,212.9,-0.17382,-0.07339,0.36284,Sweden,Mid Cap,CTT,95.289,2022-02-08,CTT.ST,0.35753,0.00391,178.24,16.738,11.888,0.06829,2022-02-25,Q4-2021,Industrials,0.1019257867543447,0.4216133942161339,-0.02380544756775,-0.5974528442884887,0.3389669866421234,0.3148668669801742,0.365184521169812,188.0,107.0,59.0,245.0,242.0,342.0,311.0,142.0,243.0,104.0,170.0,212.0,153.0,107.0,85.0,243.5,134.0,155.0,251.0,190.0
151,151,750,Evolution,Gambling & Casinos,1410.672,48.156,0.274,8934.916,40474.801,0.21019,221693.406,64.794,0.1897299999999999,4603.689,33090.148,0.00546,-0.30627,-0.03479,Sweden,Large Cap,EVO,32.148,2022-02-09,EVO.ST,-0.04838,0.01429,35.311,20.003,6.7,0.2316,2022-02-25,Q4-2021,Consumer Durables,0.1391256696706222,0.2207525615752872,-0.0257885326330286,-0.3021576393380769,0.5742961156890117,0.5105537899665104,0.7822268079111249,66.0,249.0,169.0,215.0,184.0,298.0,319.0,114.0,197.0,215.0,125.0,80.0,75.0,89.0,209.0,287.0,167.0,138.0,235.0,191.0
239,239,119,Karo Pharma,Biotechnology,4.931,3157.322,0.235,1706.3,12593.4,0.01753,13299.45,32.552,-0.00301,-290.1,5814.3,0.02426,0.07455,0.182,Sweden,Large Cap,KARO,91.043,2022-02-25,KARO.ST,0.182,0.0,53250.0,4.491,2.287,0.0060599999999999,2022-02-25,Q4-2021,Health Care,-0.0498942263041122,0.1354916067146283,-0.0094103657733108,-0.2456357230589289,0.2907546009774554,0.246576057692924,0.351119234095061,58.0,54.0,98.0,208.0,309.5,125.0,244.0,264.0,240.0,53.0,270.5,255.0,247.0,175.0,281.0,297.5,67.5,272.0,201.0,192.0
50,50,30,Beijer Electronics,Computer Hardware,1.399,3157.322,0.757,,2139.075,0.05316,1731.33,59.999,0.04875,-93.348,729.196,-0.25529,-0.14449,0.46715,Sweden,Mid Cap,BELE,37.246,2022-01-27,BELE.ST,0.45499,0.00836,47.829,1.07,2.374,0.13544,2022-02-25,Q4-2021,Technology,-0.1280149644265739,0.23925463270276442,-0.034991916232027,-0.6499188964937107,0.5029022907957633,0.4745898022080193,0.4934557395081665,251.0,150.0,44.0,248.0,201.0,130.0,80.0,264.0,210.0,160.0,150.0,223.0,228.0,218.0,184.0,159.0,164.0,218.0,162.0,193.0
234,234,378,Josemaria Resources,Mining,9.665,15.154,0.696,,298.193,-2.15311,4673.551,60.282,-1.48301,308.402,139.005,0.3745799999999999,1.01318,1.4150200000000002,Sweden,Mid Cap,JOSE,1164.631,2021-11-16,JOSE.ST,1.4150200000000002,0.0,53250.0,2.6174999999999997,33.622,0.44075,2022-02-25,Q3-2021,Materials,2.218639617279954,0.23925463270276442,-0.039894119608175,-0.619128418105403,0.5134949006542686,0.4290205634945281,0.5905651155459009,5.0,3.0,11.0,247.0,309.5,365.0,184.0,63.0,310.5,277.0,270.5,362.0,350.0,5.0,184.0,184.0,28.0,237.0,281.0,194.0
93,93,984,Catena Media,Gambling & Casinos,36.139,13.628,0.372,1272.499,3863.125,0.01161,3226.985,58.186,-0.03137,236.795,2410.928,-0.22018,-0.1257,0.08671,Sweden,Mid Cap,CTM,105.512,2022-02-23,CTM.ST,0.08671,0.0,53250.0,2.247,1.338,0.07428,2022-02-25,Q4-2021,Consumer Durables,0.0982173669226123,0.3293962789192687,-0.0846921510693546,-1.4848575804174549,0.5246483654815768,0.4777326152232635,0.5227547721241249,225.0,137.0,134.0,303.0,309.5,36.0,158.0,52.0,245.0,108.0,270.5,266.0,253.0,109.0,122.0,261.0,205.0,217.0,126.0,195.0
238,238,1796,Karnov,Business Consultants,9.253,3157.322,0.194,739.35,4521.922,0.04256,5805.078,43.68,0.03942,-71.293,2147.522,0.02677,-0.05291,0.11065,Sweden,Mid Cap,KAR,52.987,2022-02-23,KAR.ST,0.11065,0.0,61.774,6.611,2.703,0.2258599999999999,2022-02-25,Q4-2021,Industrials,-0.033197797275185,0.1635034836956498,0.0299202740583974,0.5564529006582423,0.3333803891800659,0.2718224029061941,0.4928069222902311,56.0,93.0,125.0,118.0,219.0,155.0,276.0,264.0,227.0,210.0,270.5,225.0,237.0,169.0,258.0,308.0,60.5,255.0,244.0,196.0
366,366,200,Sectra,Medical Equipment,37.595,122.67,1.032,1607.777,1690.566,0.65247,28556.92,43.423,0.31392,232.794,1036.555,-0.38206,-0.11037,0.09985,Sweden,Large Cap,SECT B,69.22,2021-12-10,SECT-B.ST,0.09314,0.00613,86.81,16.372,27.55,0.3084,2022-02-25,Q2-2022,Health Care,0.2245843201759675,0.9510288270318936,-0.1076521931723221,-2.6422932169625857,0.4150596555599678,0.3875931638974306,0.373406191843666,323.0,126.0,129.0,342.0,231.0,362.0,310.0,143.0,234.0,242.0,162.0,27.0,19.0,53.0,12.0,84.0,257.5,16.0,286.5,197.0
205,205,753,Hövding,Recreation & Sport,1.769,3157.322,1.785,53.243,90.599,-4.96155,547.39,57.494,-1.09075,-30.996,25.377,0.11652,0.08462,0.01231,Sweden,First North,HOVD,1164.631,2022-02-18,HOVD.ST,0.01231,0.0,53250.0,3.386,21.57,-0.20675,2022-02-25,Q4-2021,Consumer Durables,-1.2214209717460691,0.5876775681850793,0.037794113545293,0.6893248338863024,0.461020373806117,0.3516145230854076,0.5025044148449409,30.0,51.0,151.0,104.0,309.5,360.0,218.0,264.0,310.5,18.0,270.5,360.0,357.0,364.0,44.0,15.0,42.0,245.5,273.5,198.0
56,56,1677,BHG Group,Retailers,50.212,3157.322,0.936,3372.0,13528.9,0.0665,9738.128,56.47,0.09233,-1878.6,5211.9,-0.2466499999999999,-0.44417,-0.3987,Sweden,Large Cap,BHG,16.872,2022-01-28,BHG.ST,-0.3987,0.0,19.598,0.769,1.868,0.5677300000000001,2022-02-25,Q4-2021,Consumer Durables,-0.3604443676970011,0.249244210541877,0.1167086934049821,1.9812576289151096,0.4724021089892758,0.4221211706529448,0.5398857917136022,245.0,307.0,268.0,40.0,107.0,86.0,51.0,264.0,111.0,300.0,270.5,173.0,219.0,293.0,169.0,105.5,230.5,206.0,130.0,199.0
304,304,2279,Nordisk Bergteknik,Mining - Service,3.804,3157.322,0.857,1176.3,2237.7,0.08928,1949.043,45.522,0.04615,-140.5,947.3,0.12833,-0.8257800000000001,-0.95011,Sweden,Mid Cap,NORB B,20.058,2022-02-17,NORB-B.ST,,0.0,28.177,1.016,2.057,0.69986,2022-02-25,Q4-2021,Materials,-0.1483162672859706,0.5256736827993029,0.0333649394047239,0.4706484335872815,0.6988440151684282,0.6163045945065685,0.6497306671749825,28.0,358.5,350.0,124.0,159.0,106.0,74.0,264.0,140.0,310.0,270.5,224.0,192.0,230.0,61.0,128.0,233.0,170.0,164.0,200.0
418,418,2045,Thunderful,Gaming,6.146,3157.322,0.868,1005.4,3619.7,0.0890099999999999,3019.245,43.265,0.07345,-381.7,1799.9,-0.28214,-0.33126,-0.2598999999999999,Sweden,First North,THUNDR,16.002,2022-02-17,THUNDR.ST,-0.2598999999999999,0.0,22.549,0.961,1.677,0.47304,2022-02-25,Q4-2021,Consumer Durables,-0.2120673370742818,0.2777578252341354,0.0361004063243394,0.738194653923536,0.4507286918760182,0.4274506849754362,0.4482092730438112,266.0,270.0,238.0,95.0,127.0,66.5,69.0,264.0,104.0,287.0,270.5,206.0,193.0,251.0,149.0,125.0,238.0,200.0,129.0,201.0
194,194,405,Hexatronic,Electrical Components,139.178,3157.322,0.74,1567.2,4715.2,0.1332499999999999,13853.12,59.167,0.15363,-1049.6,1647.5,-0.26745,0.41788,2.13879,Sweden,Large Cap,HTRO,41.419,2022-02-24,HTRO.ST,2.1341900000000003,0.00147,51.667,3.968,8.409,1.4140100000000002,2022-02-25,Q4-2021,Industrials,-0.6370864946889225,0.332371903630811,-0.0033556594394645,-0.0513919475855412,0.5696607163576929,0.5016870874711169,0.5984425230136999,261.0,13.0,4.0,189.0,208.0,317.0,235.0,264.0,216.0,333.0,173.0,107.0,136.0,330.0,119.0,165.0,90.0,174.0,304.0,202.5
267,267,1459,Medicover,Healthcare Facilities,32.031,3157.322,0.818,4151.45,17701.99,0.12478,33577.641,48.023,0.18111,-1228.619,5439.976,-0.23661,-0.1159999999999999,0.14214,Sweden,Large Cap,MCOV B,23.112,2022-02-11,MCOV-B.ST,0.13566,0.00571,31.136,2.319,6.172,0.51616,2022-02-25,Q4-2021,Health Care,-0.2258500772797527,0.2345188309336972,-0.0142915320766131,-0.2676142981688074,0.4242561507958273,0.3826688390221135,0.4894508849946258,238.0,128.0,112.0,211.0,171.0,291.0,163.5,264.0,163.0,295.0,164.0,87.0,142.0,256.0,198.0,140.5,161.0,164.0,243.0,202.5
51,51,28,Beijer Ref,Installation,59.565,3157.322,1.105,,15300.0,0.14462,53751.941,47.298,0.18591,-579.0,5266.0,-0.2184499999999999,-0.28375,0.18942,Sweden,Large Cap,BEIJ B,42.863,2022-01-27,BEIJ-B.ST,0.18019,0.00782,54.907,3.18,10.207,0.34116,2022-02-25,Q4-2021,Industrials,-0.1099506266616027,0.23925463270276442,0.004098758819478,0.0813283957082491,0.3695713638945922,0.3497576593907498,0.4619019564336736,224.0,239.0,96.0,165.0,212.0,332.0,206.0,264.0,217.0,255.0,153.0,83.0,129.0,213.0,184.0,73.0,177.5,121.0,275.5,204.0
428,428,746,Troax Group,Installation,21.393,84.221,0.87,957.072,2946.4,0.25036,15060.0,51.233,0.2784,178.816,1448.816,-0.40592,-0.31886,0.03482,Sweden,Large Cap,TROAX,29.282,2022-02-04,TROAX.ST,0.0224,0.01214,37.337,5.875,10.395,0.14722,2022-02-25,Q4-2021,Industrials,0.123422159887798,0.3248275862068965,-0.0999879366953901,-1.6342692318902667,0.4495858676714907,0.4020863464762008,0.560742721637244,331.0,260.0,146.0,316.0,188.0,335.0,268.0,133.0,189.0,165.0,132.0,37.0,58.0,99.0,123.0,124.0,299.0,55.0,221.0,205.0
128,128,65,Duni,Personal Products,4.414,3157.322,0.791,928.0,6396.0,0.05534,4648.201,40.05,0.0279999999999999,-38.0,2714.0,-0.20113,-0.1474099999999999,-0.00403,Sweden,Mid Cap,DUNI,34.816,2022-02-17,DUNI.ST,-0.00403,0.0,61.163,0.918,1.713,0.10657,2022-02-25,Q4-2021,Food and Beverage,-0.0140014738393515,0.1450906816760475,-0.0357388126300803,-0.950481354660571,0.3391865787212761,0.2953535685720501,0.3446165741645161,210.0,153.0,156.0,270.0,218.0,70.5,67.5,264.0,207.0,134.0,270.5,234.0,226.0,164.0,275.0,149.0,200.0,228.0,150.0,206.0
264,264,1354,Maha Energy,Oil & Gas -Exploration,8.591,3157.322,0.306,352.978,1641.461,0.05635,1598.209,54.058,-0.01703,-218.423,836.877,0.11065,0.07488,-0.1052299999999999,Sweden,Small Cap,MAHA A,30.217,2021-11-22,MAHA-A.ST,-0.1052299999999999,0.0,53250.0,3.185,1.91,0.38512,2022-02-25,Q3-2021,Energy,-0.2609977332391737,0.2150389195966276,0.0151623111296487,0.2638925684449743,0.4857366421225255,0.4437898041505367,0.5265964014941545,31.0,53.0,195.0,144.0,309.5,92.0,207.0,264.0,193.0,270.0,270.5,261.0,225.0,268.0,218.0,278.5,70.0,270.0,239.0,207.0
35,35,18,AstraZeneca,Pharmaceuticals,612.698,3157.322,0.355,210831.203,889263.812,0.01381,1766029.0,27.114,0.0028499999999999,-43001.801,331421.906,0.10403,0.11461,0.38872,Sweden,Large Cap,AZN,221.181,2022-02-10,AZN.ST,0.36716,0.01577,1804.052,5.592,5.329,0.57897,2022-02-25,Q4-2021,Health Care,-0.1297494227795551,0.2370851036047782,0.0364078722757548,1.2234845640308942,0.2394321414801368,0.2176164172622519,0.2727322199247912,32.0,42.0,55.0,73.0,250.0,269.0,261.0,264.0,251.0,305.0,120.0,250.0,250.0,219.0,195.0,267.0,14.0,253.0,314.0,208.0
141,141,1576,Enad Global 7,Gaming,5.682,3157.322,0.273,1310.3,6116.2,0.03987,2587.405,101.058,0.02103,-499.6,4597.8,0.13793,-0.49831,-0.7116500000000001,Sweden,First North,EG7,12.811,2022-02-25,EG7.ST,-0.7116500000000001,0.0,26.221,1.549,0.563,0.33919,2022-02-25,Q4-2021,Consumer Durables,-0.1086606637957283,0.214234328504627,0.0357739002339796,0.3053815700478112,0.8213109902852151,0.6713865934042851,1.0736509456045031,26.0,321.0,327.0,138.0,150.0,3.0,118.0,264.0,80.0,253.0,270.5,240.0,239.0,212.0,219.0,288.0,211.0,256.0,119.0,209.0
380,380,209,SkiStar,Leisure,14.028,36.256,0.385,2119.082,7138.252,0.05175,10894.26,30.543,0.06969,300.48,2453.177,-0.14776,-0.21023,0.09766,Sweden,Mid Cap,SKIS B,54.21,2021-12-20,SKIS-B.ST,0.0859399999999999,0.01079,63.41,3.959,4.441,0.18508,2022-02-25,Q1-2022,Consumer Durables,0.1224860660278487,0.2968628734317589,-0.0356439302958325,-1.0667611275773652,0.3130625430555631,0.2872613352022064,0.3062372717261136,163.0,196.0,131.0,275.0,222.0,242.0,233.0,104.0,228.0,192.0,136.0,211.0,229.0,100.0,137.0,258.0,189.0,203.0,195.0,210.0
290,290,2281,Netel Holding,Telecom Services,1.144,3157.322,1.134,863.0,2133.0,0.09722,2180.099,45.522,0.07245,-67.0,911.0,-0.02021,-0.8257800000000001,-0.95011,Sweden,Mid Cap,NETEL,19.826,2022-02-16,NETEL.ST,,0.0,32.588,0.902,2.393,0.41165,2022-02-25,Q4-2021,Telecom,-0.0735455543358946,0.4045944678856071,-0.012592462877932,-0.3709902274838017,0.2960907707102124,0.3005447516517893,0.3110912905465391,83.0,358.5,350.0,222.0,176.0,134.0,65.0,264.0,137.0,276.0,270.5,207.0,169.0,197.0,95.0,67.5,289.0,136.0,163.0,211.0
136,136,71,Elekta,Medical Equipment,133.089,133.668,0.507,5277.0,27577.0,0.14846,30877.221,32.639,0.1206,231.0,8947.0,-0.27379,-0.29044,-0.30621,Sweden,Large Cap,EKTA B,20.125,2022-02-24,EKTA-B.ST,-0.32466,0.02733,28.502,2.209,3.451,0.08298,2022-02-25,Q3-2022,Health Care,0.0258187101821839,0.1913551147695543,-0.0081812205143808,-0.1945049666254892,0.2874039648906054,0.2586078523955289,0.385502364641035,264.0,242.0,249.0,203.0,163.0,201.0,155.0,147.0,142.0,117.0,77.0,143.0,124.0,143.0,240.0,239.0,272.0,185.5,132.0,212.0
443,443,2332,Viva Wine,Beverages,2.555,3157.322,0.874,796.0,3813.0,0.2086499999999999,4903.526,45.522,0.23848,-1431.0,1661.0,-0.69208,-0.8257800000000001,-0.95011,Sweden,First North,VIVA,10.458,2022-02-24,VIVA.ST,,0.02717,11.844,1.472,2.952,0.17759999999999998,2022-02-25,Q4-2021,Food and Beverage,-0.8615291992775437,0.2087595069499082,0.1200210019987445,2.6403387163230674,0.4233692743163814,0.4041105816226875,0.4166172493274877,364.5,358.5,350.0,22.0,42.0,169.0,114.0,264.0,52.0,184.0,78.0,55.0,76.0,355.0,225.0,123.0,310.0,169.0,111.0,213.0
107,107,247,Concentric,Industrial Components,11.772,3157.322,0.559,620.0,3783.0,0.16687,7946.835,60.004,0.23119,-964.0,1462.0,-0.26157,0.13512,0.13698,Sweden,Mid Cap,COIC,22.677,2022-02-16,COIC.ST,0.11679,0.01807,23.263,3.757,5.436,0.84807,2022-02-25,Q4-2021,Industrials,-0.6593707250341997,0.1638910917261432,-0.0142822212259603,-0.2911518112974295,0.4374500001099503,0.3797787202182473,0.4495892336607017,254.0,37.0,114.0,214.0,129.0,272.0,227.0,264.0,159.0,321.0,113.0,58.0,104.0,336.0,256.0,229.5,141.0,211.0,249.0,214.0
287,287,48,Nelly Group,Clothing & Footwear,1.366,3157.322,1.587,638.7,899.9,-0.14124,480.87,50.921,-0.2338599999999999,-4.2,204.4,-0.14754,-0.23977,-0.25926,Sweden,Small Cap,NELLY,1164.631,2022-02-04,NELLY.ST,-0.25926,0.0,53250.0,0.337,2.353,0.37368,2022-02-25,Q4-2021,Consumer Durables,-0.0205479452054794,0.7097455272808091,-0.021877099754366,-0.4656379059871632,0.4314772368394384,0.3783438184009063,0.4306069773161721,162.0,216.0,237.0,234.0,309.5,128.0,10.0,264.0,310.5,263.0,270.5,312.0,290.0,166.0,22.0,22.0,224.0,160.0,223.0,215.0
434,434,1728,Veoneer,Auto & Equipment,78.384,3157.322,0.947,2287.74,14665.0,-0.46065,37188.98,10.877,-0.45135,-2698.36,7148.14,0.04534,0.05397,0.45486,Sweden,Large Cap,VNE SDB,1164.631,2022-02-02,VNE-SDB.ST,0.45486,0.0,53250.0,2.678,5.203,-0.32531,2022-02-25,Q4-2021,Consumer Durables,-0.3774912075029308,0.1559999999999999,-0.0156858748069037,-1.3475655469682335,0.5663464239794521,0.2922905783017093,0.1066838029600229,48.0,60.0,49.0,293.0,309.5,264.0,197.0,264.0,310.5,9.0,270.5,335.0,315.0,295.0,267.0,102.0,80.5,282.0,245.0,216.0
277,277,1421,Mips,Recreation & Sport,127.114,68.708,0.804,445.0,756.0,0.6612600000000001,18276.43,65.925,0.44194,266.0,577.0,-0.39879,-0.23212,0.02403,Sweden,Large Cap,MIPS,54.704,2022-02-10,MIPS.ST,0.01675,0.00716,71.673,30.06,31.675,0.46228,2022-02-25,Q4-2021,Consumer Durables,0.4610051993067591,0.5886243386243386,-0.1591003211637556,-2.3451007112948,0.5565263862623936,0.4742421709470024,0.6217978283944513,329.0,206.0,147.0,334.0,225.0,364.0,331.0,127.0,229.0,285.0,158.0,9.0,18.0,14.0,43.0,145.0,290.0,20.0,299.0,217.0
165,165,1361,Filo Mining,Mining,3.897,3157.322,0.696,-249.416,236.861,-7.314690000000001,11976.54,58.843,-0.96795,-154.284,203.549,0.247,0.74497,5.70968,Sweden,First North,FIL,1164.631,2021-11-13,FIL.ST,5.70968,0.0,53250.0,2.6174999999999997,58.839,-0.32332,2022-02-25,Q3-2021,Materials,-0.7579698254474352,-1.0530057713173548,0.1023603801189125,2.072288767840616,0.7951040582456093,0.5996779154211869,0.4527112218517292,15.0,5.0,1.0,34.0,309.5,367.0,184.0,264.0,310.5,10.0,270.5,358.0,360.0,348.0,367.0,184.0,2.0,345.0,264.0,218.0
123,123,282,DistIT,Computer Hardware,2.331,3157.322,1.44,547.1,1750.2,0.07409,1140.456,67.939,0.07236,-194.2,598.5,-0.38577,-0.31667,0.2389399999999999,Sweden,First North,DIST,19.913,2022-02-23,DIST.ST,0.20944,0.02439,24.19,0.453,1.906,0.51835,2022-02-25,Q4-2021,Technology,-0.3244778613199666,0.3125928465318249,-0.2138249579732607,-3.341263507095698,0.5834248665746631,0.5257167229391826,0.5865260571650891,325.0,258.0,83.0,353.0,134.0,91.0,23.0,264.0,139.0,296.0,90.0,208.0,212.0,284.0,129.0,29.0,292.5,177.5,142.0,219.0
244,244,2249,Kjell Group,Retailers,1.659,3157.322,0.935,1033.637,2564.664,0.09772,1588.752,29.461,0.0701799999999999,-139.65,889.447,-0.1904799999999999,-0.8257800000000001,-0.95011,Sweden,First North,KJELL,16.091,2022-02-25,KJELL.ST,,0.0,25.453,0.663,1.786,0.1958099999999999,2022-02-25,Q4-2021,Consumer Durables,-0.1570076688099459,0.4030301825112373,-0.0538504417503312,-1.5197926945309683,0.3168140460717689,0.3001846147362571,0.3247465610483955,201.0,358.5,350.0,306.0,143.0,78.0,43.0,264.0,106.0,197.0,270.5,210.0,168.0,236.0,96.0,107.0,341.0,161.0,113.0,220.0
280,280,148,MTG B,Broadcasting & Publishing,56.873,3157.322,0.304,2583.0,17436.0,0.01425,14041.8,75.447,-0.04031,-3066.0,8002.0,0.24805,-0.02913,-0.10448,Sweden,Mid Cap,MTG B,81.515,2022-02-07,MTG-B.ST,-0.10448,0.0,53250.0,2.646,1.755,0.61444,2022-02-25,Q4-2021,Consumer Durables,-0.3831542114471382,0.1481417756366139,0.0307395046900217,0.3564315406601208,0.4982413560777559,0.35111027935592,0.7904244770627584,14.0,80.0,193.0,131.0,309.5,75.0,195.0,264.0,238.0,307.0,270.5,271.0,249.0,297.0,272.0,281.0,67.5,295.5,253.0,221.0
328,328,2109,Pierce Group,Auto & Equipment,1.166,3157.322,1.54,728.0,1035.0,0.09182,1369.202,68.38,0.05896,-73.0,441.0,-0.40311,-0.5274,-0.95011,Sweden,Mid Cap,PIERCE,33.244,2022-02-16,PIERCE.ST,,0.0,52.664,0.859,3.105,0.125,2022-02-25,Q4-2021,Consumer Durables,-0.1655328798185941,0.7033816425120772,-0.0005463457772232,-0.0065512116874854,0.5685698414903769,0.4775356230669696,0.7643382626538042,330.0,327.0,350.0,175.0,209.0,177.0,60.0,264.0,200.0,150.0,270.5,217.0,175.0,241.0,23.0,25.0,331.0,120.0,166.0,222.0
125,125,910,Dometic,Auto & Equipment,125.019,3157.322,0.414,6361.0,52030.0,0.06846,28435.5,34.298,0.07689,-7607.0,22447.0,-0.3254999999999999,-0.3546,-0.20994,Sweden,Large Cap,DOM,14.445,2022-01-27,DOM.ST,-0.2311,0.02753,15.964,1.322,1.267,0.38322,2022-02-25,Q4-2021,Consumer Durables,-0.3388871564128837,0.1222563905439169,0.0482174066790364,1.3593910568931071,0.3002013205062177,0.2879878874157742,0.3250866110979988,296.0,278.0,225.0,67.0,83.0,35.0,103.0,264.0,89.0,267.0,76.0,199.0,216.0,290.0,290.0,254.0,235.5,267.0,115.0,223.0
109,109,312,Copperstone,Mining,1.947,3157.322,0.696,-55.809,571.47,-0.03786,1406.959,36.477,0.00049,-62.617,547.711,-0.06965,-0.1024,0.42025,Sweden,First North,COPP B,1164.631,2021-08-20,COPP-B.ST,0.42025,0.0,5610.0,2.6174999999999997,2.569,0.67927,2022-02-25,Q2-2021,Materials,-0.1143248903162434,-0.0976586697464433,0.0003729714218492,0.0048153718214626,0.4664110428219789,0.4173268098365489,0.7098807053949165,103.0,119.0,53.0,174.0,251.0,143.0,184.0,264.0,310.5,309.0,270.5,251.0,269.0,215.0,354.0,184.0,79.0,277.5,268.0,224.0
3,3,437,Absolent Air Care,Installation,0.97,3157.322,0.862,413.474,1194.979,0.04824,4245.375,37.327,0.01167,-159.428,355.092,-0.20213,-0.12178,-0.06452,Sweden,First North,ABSO,125.493,2022-02-24,ABSO.ST,-0.06948,0.00533,1024.31,4.122,11.956,0.0604399999999999,2022-02-25,Q4-2021,Industrials,-0.4489766032464826,0.3460094277807392,0.0217520569725996,0.6298460959982994,0.3551168804295126,0.3224343323377641,0.3165231894942123,211.0,132.0,180.0,109.0,248.0,343.0,238.0,264.0,246.0,98.0,165.0,244.0,234.0,311.0,112.0,126.0,143.5,222.5,262.0,225.0
320,320,2207,OX2,Wind Energy,12.074,26.722,1.181,594.651,3646.0,-0.38281,13843.91,53.605,0.07986,518.075,2130.0,-0.12111,-0.10877,-0.95011,Sweden,First North,OX2,52.302,2021-10-26,OX2.ST,,0.0,81.384,3.214,6.499,0.17759999999999998,2022-02-25,Q3-2021,Utilities,0.2432276995305164,0.1630968184311574,-0.0544900722869605,-1.214157941759699,0.4618872157486632,0.4193334181078039,0.4113219084441533,147.0,125.0,350.0,283.0,229.0,294.0,209.0,90.0,225.0,184.0,270.5,196.0,313.0,42.0,259.0,55.0,254.0,179.5,199.0,226.0
293,293,156,NIBE Industrier,Installation,343.53,128.693,0.711,10204.0,43394.0,0.14947,161124.0,43.241,0.1533,1252.0,21657.0,-0.36319,-0.32041,0.20525,Sweden,Large Cap,NIBE B,37.309,2022-02-17,NIBE-B.ST,0.1977499999999999,0.00626,48.533,5.226,7.44,0.13191,2022-02-25,Q4-2021,Industrials,0.0578104077203675,0.2351477162741392,-0.0835746555087326,-1.718806662794677,0.3745500537858349,0.3444583424360998,0.4456431236145096,315.0,262.0,91.0,319.0,203.0,309.0,255.0,146.0,211.0,153.0,160.0,109.0,122.0,126.0,196.0,172.0,279.5,134.0,219.5,227.0
301,301,1794,Nordic Entertainment B,Broadcasting & Publishing,61.385,34.471,0.648,3199.0,19527.0,0.09659,24819.051,41.757,0.03905,720.0,8323.0,-0.29343,-0.40302,-0.17561,Sweden,Large Cap,NENT B,39.721,2022-02-08,NENT-B.ST,-0.17561,0.0,74.702,1.96,2.982,0.22434,2022-02-25,Q4-2021,Consumer Durables,0.0865072690135768,0.1638244481999283,0.00809775900209,0.1635933780224462,0.3714380596728925,0.3364580739638482,0.4536686513251938,279.0,294.0,215.0,155.0,226.0,172.5,138.0,99.0,214.0,208.0,270.5,226.0,170.0,116.0,257.0,204.0,268.0,208.0,165.0,228.0
120,120,2080,Desenio,Home Furnishings,10.5,3157.322,0.72,1008.2,1703.7,0.10771,1505.96,80.431,0.21941,-255.2,260.7,-0.55265,-0.7597700000000001,-0.8825799999999999,Sweden,First North,DSNO,17.372,2022-02-16,DSNO.ST,-0.8825799999999999,0.0,26.329,1.227,5.777,-0.14644,2022-02-25,Q4-2021,Consumer Durables,-0.978902953586498,0.5917708516757645,-0.1052106252072533,-1.4517021802917685,0.8958078912991768,0.5973093383034004,0.6642349380903539,354.0,348.0,331.0,299.0,151.0,284.0,96.0,264.0,116.0,22.0,270.5,64.0,160.0,359.0,40.0,170.0,359.0,151.0,136.0,229.0
