,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Return 3m Rank,Return 6m Rank,Return 1y Rank,EA ret std Rank,P/E Rank,P/B Rank,P/S Rank,P/FCF Rank,EV/EBIT Rank,Asset Growth Rank,Yield Rank,ROE Rank,ROC Rank,FCFROE Rank,GPA Rank,Assets Turn Rank,Momentum Rank,Quality Rank,Value Rank,Gestalt Rank
341,341,1722,Raketech,Gambling & Casinos,1.558,3157.322,0.28,231.831,1435.479,0.09153,989.039,39.847,0.08351,-146.369,888.079,0.05973,0.16829,0.3493,Sweden,First North,RAKE,11.38,2022-02-16,RAKE.ST,0.3493,0.0,12.239,2.46,1.114,0.50561,2022-02-25,Q4-2021,Consumer Durables,-0.1648152923332271,0.1615007952049455,-0.0328993256764486,-0.7996502847649809,0.4214971676478708,0.3688322930982687,0.3770739611995255,42.0,34.0,64.0,260.0,45.0,25.0,170.0,264.0,59.0,293.0,270.5,192.0,176.0,240.0,262.0,285.0,62.0,249.0,117.0,132.0
214,214,110,Indutrade,Industrial Components,101.479,88.549,0.987,7609.0,22000.0,0.18398,75532.594,36.626,0.20334,853.0,10303.0,-0.18379,-0.24279,0.09447,Sweden,Large Cap,INDT,28.68,2022-02-02,INDT.ST,0.08246,0.01109,35.998,3.478,7.331,0.22481,2022-02-25,Q4-2021,Industrials,0.0827914199747646,0.3458636363636364,0.0125152760140989,0.2893391864392747,0.3086574302868964,0.2973764706397642,0.3964357568269485,196.0,219.5,133.0,140.0,185.0,307.0,219.0,134.0,186.0,209.0,133.5,73.0,89.0,118.0,114.0,92.0,160.0,66.0,203.5,133.0
77,77,375,Bufab,Industrial Components,27.374,3157.322,0.894,1638.0,6573.0,0.14095,12881.52,50.089,0.19773,-163.0,2377.0,-0.19332,0.04806,0.6312599999999999,Sweden,Large Cap,BUFAB,22.416,2022-02-10,BUFAB.ST,0.6133700000000001,0.01109,26.908,2.191,5.419,0.31697,2022-02-25,Q4-2021,Industrials,-0.068573832562053,0.2492012779552715,-0.0034589917539391,-0.0636090413346738,0.4345805406601883,0.4160643996689845,0.4983911471721453,203.0,62.0,34.0,190.0,157.0,271.0,154.0,264.0,157.0,246.0,133.5,78.0,132.0,193.0,170.0,118.5,99.0,123.5,208.5,134.0
323,323,1137,Paradox Interactive,Gaming,27.235,3157.322,0.574,566.485,2522.693,0.22602,20592.0,49.533,0.14912,-29.988,1661.563,0.36746,0.23888,0.07692,Sweden,First North,PDX,65.575,2022-02-22,PDX.ST,0.07143,0.00513,83.11,14.226,12.393,0.00184,2022-02-25,Q4-2021,Consumer Durables,-0.0180480667901247,0.2245556633327955,0.0342485399158949,0.7942182331076912,0.4802817374961597,0.4196464325816267,0.395222673224688,6.0,27.0,135.0,92.0,230.0,345.0,307.0,264.0,231.0,51.0,167.0,114.0,69.0,165.0,205.0,227.0,27.0,147.5,258.0,135.0
216,216,1437,Instalco,Installation,46.384,3157.322,1.171,4453.0,7589.0,0.17207,17900.75,43.262,0.2459,-361.0,2482.0,-0.15101,-0.26946,0.10079,Sweden,Large Cap,INSTAL,27.079,2022-02-17,INSTAL.ST,0.09048,0.00946,29.056,2.014,7.212,0.45161,2022-02-25,Q4-2021,Industrials,-0.1454472199838839,0.5867703254710765,0.0691697918581694,1.4855190223024706,0.4099861553840729,0.3839523652797849,0.4267542888856541,167.0,230.0,128.0,60.0,164.0,305.0,141.0,264.0,182.0,281.0,144.0,50.0,97.0,229.0,45.0,57.0,128.5,65.0,240.0,136.0
113,113,270,C-RAD,Medical Equipment,2.26,125.404,0.852,165.7,306.7,0.31277,1542.466,35.761,0.10861,12.3,231.1,-0.10916,-0.23833,-0.2066,Sweden,Small Cap,CRAD B,39.624,2022-01-27,CRAD-B.ST,-0.2066,0.0,60.634,5.905,6.674,0.13383,2022-02-25,Q4-2021,Health Care,0.0532237126784941,0.5402673622432345,0.0793591800289286,1.9916088746090523,0.3652098725310682,0.343256844320739,0.365201676100766,137.0,213.0,223.0,39.0,216.0,296.0,269.0,145.0,213.0,159.0,270.5,155.0,36.0,128.0,57.0,132.0,140.0,69.5,228.0,137.0
417,417,428,Thule,Auto & Equipment,123.299,62.168,1.019,4160.0,10192.0,0.29847,38855.238,35.276,0.30782,625.0,5815.0,-0.28263,-0.2137099999999999,0.11478,Sweden,Large Cap,THULE,17.232,2022-02-09,THULE.ST,0.0771,0.03498,21.715,3.741,6.682,0.2064399999999999,2022-02-25,Q4-2021,Consumer Durables,0.1074806534823731,0.4081632653061224,-0.03336711645357,-0.911417739015696,0.3074862604383115,0.27653917987665,0.3355373289881905,267.0,197.0,122.0,265.0,124.0,297.0,226.0,121.0,115.0,201.0,52.0,29.0,39.0,106.0,91.0,86.5,226.0,41.0,171.0,138.0
355,355,195,Sandvik,Industrial Machinery,502.038,3157.322,0.637,40173.0,155517.0,0.1871999999999999,272201.812,28.728,0.187,-12975.0,77332.0,-0.09281,-0.02208,-0.04212,Sweden,Large Cap,SAND,16.034,2022-01-20,SAND.ST,-0.06263,0.02189,18.823,2.747,3.52,0.30546,2022-02-25,Q4-2021,Industrials,-0.1677830652252625,0.2583190262157835,-0.0010233901981728,-0.0360896345641367,0.2800319461488468,0.2642167329064839,0.2598952915562866,122.0,78.0,172.0,186.0,101.0,204.0,199.0,264.0,105.0,239.0,99.0,81.0,86.0,243.0,161.0,206.0,118.0,145.5,177.0,139.0
23,23,1419,Ambea,Healthcare Facilities,16.928,4.783,0.688,9849.0,16674.0,0.04847,4543.556,41.074,0.05232,950.0,4530.0,-0.17207,-0.2089,-0.31038,Sweden,Mid Cap,AMBEA,24.021,2022-02-09,AMBEA.ST,-0.32651,0.02395,19.135,0.396,1.003,0.1329,2022-02-25,Q4-2021,Health Care,0.2097130242825607,0.5906801007556675,-0.057455943259034,-1.4585200408740568,0.3477401859599892,0.3099472205474198,0.3610457199502366,186.0,194.0,250.0,300.0,105.0,18.0,16.0,8.0,169.0,157.0,92.0,220.0,233.0,58.0,41.0,198.0,263.0,141.5,39.0,140.0
370,370,203,Sensys Gatso,Security & Surveillance,1.584,3157.322,0.635,205.935,797.494,0.0815,822.224,35.065,0.05799,-32.809,561.803,-0.09625,-0.18464,-0.40054,Sweden,Small Cap,SENS,18.234,2022-02-23,SENS.ST,-0.40054,0.0,25.269,1.622,1.464,0.0431,2022-02-25,Q4-2021,Technology,-0.0583994745489077,0.2582276481076974,0.1025204292534396,2.6342980819004373,0.375698579129266,0.3355522895507318,0.3566852442107259,126.0,183.0,271.0,23.0,142.0,45.5,124.5,264.0,123.0,78.0,270.5,218.0,202.0,189.0,162.0,208.0,136.0,210.0,98.0,141.0
448,448,2001,Wästbygg,Construction & Infrastructure,2.89,3157.322,0.963,519.0,4101.0,0.14614,3098.172,26.258,0.1376399999999999,-485.0,1747.0,-0.07885,-0.10131,-0.00799,Sweden,Mid Cap,WBGR B,12.541,2022-02-11,WBGR-B.ST,-0.04296,0.03653,12.856,0.785,1.773,0.29369,2022-02-25,Q4-2021,Industrials,-0.2776187750429307,0.1265544989027066,-0.0437215605665296,-1.5821834459088089,0.2353955956606618,0.2155110513288799,0.2532669158128284,110.0,116.0,157.0,314.0,49.0,77.0,53.0,264.0,75.0,233.0,47.0,126.0,126.0,274.0,285.0,100.0,166.0,190.0,92.0,142.0
156,156,81,Fagerhult,Construction Tools,4.99,18.093,0.56,2620.5,12652.7,0.08068,9692.457,32.153,0.07485,535.7,6218.7,-0.17247,-0.31625,0.19149,Sweden,Mid Cap,FAG,17.406,2022-02-24,FAG.ST,0.16383,0.02377,20.699,1.368,1.559,0.0318699999999999,2022-02-25,Q4-2021,Industrials,0.0861434061781401,0.2071099449129434,-0.0219033132243647,-0.5906411718540103,0.3041926316781003,0.2818043687031943,0.3398801018422345,187.0,257.0,95.0,244.0,115.0,52.5,106.0,76.0,117.0,68.0,95.0,200.0,203.0,117.0,228.0,228.0,196.0,209.0,47.0,143.0
36,36,19,Atlas Copco A,Industrial Machinery,636.477,35.377,0.811,46529.0,136683.0,0.3064,602510.375,32.455,0.26806,17031.0,67633.0,-0.15078,-0.18578,0.00607,Sweden,Large Cap,ATCO A,25.921,2022-01-25,ATCO-A.ST,-0.0093,0.01551,32.911,5.432,8.909,0.20568,2022-02-25,Q4-2021,Industrials,0.2518149424097703,0.3404154137676229,-0.0463433369484064,-1.4872416176805583,0.2683465447126344,0.2537991483624158,0.285591590496402,166.0,184.0,153.0,304.0,180.0,319.0,258.0,102.0,178.0,200.0,121.0,40.0,37.0,40.0,115.0,143.0,209.0,43.0,202.0,144.0
376,376,206,SinterCast,Industrial Components,0.95,28.078,0.818,76.1,131.3,0.35755,847.964,42.017,0.29064,30.2,113.2,-0.19407,-0.19624,-0.10489,Sweden,Small Cap,SINT,26.05,2022-02-08,SINT.ST,-0.1408,0.04181,25.774,7.895,7.491,0.02819,2022-02-25,Q4-2021,Industrials,0.2667844522968198,0.5795887281035795,-0.0834260619841623,-2.311988269772538,0.3325113765329562,0.2746498960233174,0.3307164218546097,205.0,188.0,194.0,333.0,147.0,311.0,283.0,92.0,179.0,61.0,38.0,34.0,30.0,36.0,49.0,140.5,257.5,29.0,169.0,145.0
453,453,594,Zinzino,Health Products,1.03,11.275,2.236,424.002,554.151,-8.48059,1314.378,43.425,0.7041299999999999,116.574,135.251,-0.3299,-0.35855,-0.46759,Sweden,First North,ZZ B,9.301,2021-11-19,ZZ-B.ST,-0.4841299999999999,0.03205,13.679,1.061,9.718,0.26616,2022-02-25,Q3-2021,Food and Beverage,0.8619085995667315,0.7651380219470867,-0.0400998752589261,-0.7376503375194033,0.4188971913475933,0.3914835995009305,0.4982325754781672,299.0,281.0,287.0,253.0,57.0,327.0,79.0,38.0,37.0,226.0,59.0,2.0,361.0,6.0,18.0,7.0,317.5,46.0,93.0,146.0
246,246,122,KnowIT,IT Consulting,18.454,162.354,0.76,,6335.4,0.10213,8263.813,39.084,0.07463,50.9,3884.7,-0.196,-0.11062,0.173,Sweden,Mid Cap,KNOW,22.861,2022-02-04,KNOW.ST,0.14639,0.02322,24.592,1.717,2.127,1.06897,2022-02-25,Q4-2021,Technology,0.0131026848920122,0.23925463270276442,0.0094963806596695,0.2348179012739277,0.3768475608592566,0.3341188746667308,0.3706521774103097,207.0,127.0,104.0,147.0,138.0,113.0,132.0,150.0,162.0,327.0,97.0,201.0,163.0,149.0,184.0,157.5,128.5,173.0,157.0,147.5
284,284,1695,NCAB Group,Semiconductors,28.467,3157.322,1.21,987.5,2661.0,0.28445,12555.1,70.704,0.3678,-527.6,773.5,-0.21462,0.22091,1.01637,Sweden,Large Cap,NCAB,34.322,2022-02-17,NCAB.ST,0.99851,0.00894,44.117,3.9,16.232,0.7943399999999999,2022-02-25,Q4-2021,Technology,-0.6820943762120233,0.3711010898158587,0.0091846096706466,0.1180376918646276,0.6381191003102102,0.5899655019027463,0.7131479509550517,223.0,29.0,21.0,160.0,195.0,354.0,230.0,264.0,206.0,315.0,148.0,17.0,45.0,338.0,104.0,51.0,73.0,85.5,300.0,147.5
202,202,1010,Humana,Healthcare Facilities,6.5,6.565,0.908,1855.0,9002.0,0.07427,2816.42,36.847,0.10811,429.0,2553.0,-0.27098,-0.23741,-0.21829,Sweden,Mid Cap,HUM,14.285,2022-02-10,HUM.ST,-0.21829,0.0,9.352,0.344,1.103,0.11909,2022-02-25,Q4-2021,Health Care,0.1680376028202115,0.2060653188180404,-0.1861136900719028,-5.485848273781689,0.3120163060038312,0.2814625045657147,0.310938265171563,262.0,210.0,229.0,367.0,22.0,24.0,11.0,17.0,88.0,147.0,270.5,156.0,211.0,74.0,229.0,112.0,302.5,149.0,10.0,149.0
59,59,34,BillerudKorsnäs,Forest & Wood Products,90.349,11.808,0.69,13245.0,37978.0,0.07599,28255.449,32.092,0.0741,2393.0,20041.0,-0.28729,-0.28541,-0.10429,Sweden,Large Cap,BILL,16.201,2022-01-28,BILL.ST,-0.1318,0.03169,18.897,1.078,1.41,0.0445,2022-02-25,Q4-2021,Materials,0.1194052193004341,0.3487545421033229,-0.0225413610740636,-0.5673708508046564,0.2596520798200746,0.2259313319164909,0.3641268959895609,275.0,240.0,192.0,241.0,103.0,40.0,81.0,43.0,109.0,80.0,62.0,204.0,208.0,101.0,110.0,196.5,269.0,162.0,33.0,150.5
157,157,2046,Fasadgruppen,Construction Supplies,8.571,3157.322,0.8,1365.2,3345.5,0.11622,7107.761,35.785,0.14627,-467.4,1269.6,-0.11525,-0.05091,0.36034,Sweden,Mid Cap,FG,30.721,2022-02-17,FG.ST,0.35,0.00766,38.237,2.656,5.598,0.50522,2022-02-25,Q4-2021,Industrials,-0.3681474480151229,0.4080705425198027,0.051193477492475,1.214516135203085,0.3351284008725523,0.3164020723930361,0.3863233742185841,144.0,92.0,61.0,74.0,189.0,279.0,196.0,264.0,194.0,292.0,155.0,117.0,150.0,294.0,92.0,147.0,54.0,154.0,256.0,150.5
71,71,1463,Boozt,Clothing & Footwear,24.093,3157.322,1.149,2351.6,5057.8,0.17329,9652.371,37.063,0.08213,-365.1,2176.6,-0.1147199999999999,-0.14565,-0.15217,Sweden,Large Cap,BOOZT,34.213,2022-02-10,BOOZT.ST,-0.15217,0.0,50.312,1.66,4.435,0.25448,2022-02-25,Q4-2021,Consumer Durables,-0.1677386749977028,0.4649452331053026,0.0394373868914592,0.8848398222566571,0.3990635221735263,0.371719608639298,0.4084915847943157,142.0,152.0,208.0,88.0,206.0,241.0,127.0,264.0,205.0,219.0,270.5,194.0,96.0,242.0,80.0,65.0,132.0,119.0,213.5,152.0
98,98,436,Christian Berner Tech,Industrial Components,0.658,3157.322,1.22,297.647,609.282,0.16888,476.479,45.222,0.12166,-7.542,186.827,-0.2417899999999999,-0.24852,-0.16186,Sweden,Small Cap,CBTT B,21.772,2022-02-25,CBTT-B.ST,-0.1859,0.0295299999999999,20.964,0.641,2.55,0.18742,2022-02-25,Q4-2021,Industrials,-0.0403688974291724,0.488520914781661,-0.0295076032637089,-0.5974727691969791,0.4211179746145547,0.3873467764539731,0.4526426391429117,243.0,224.0,212.0,246.0,118.0,142.0,41.0,264.0,152.0,193.0,69.0,139.0,101.0,172.0,73.0,50.0,260.5,79.0,127.0,153.0
360,360,922,Scandic Hotels,Hotels,79.235,2.539,0.225,9291.0,44755.0,-0.0113,8094.039,47.262,-1.45541,3188.0,1115.0,0.09326,0.25653,0.1243399999999999,Sweden,Mid Cap,SHOT,1164.631,2022-02-10,SHOT.ST,0.1243399999999999,0.0,53250.0,0.803,7.259,0.16906,2022-02-25,Q4-2021,Consumer Durables,2.859192825112108,0.2075969165456373,0.0363391672928199,0.6664109837788419,0.4073883116050865,0.3885188434899029,0.4997726293967426,34.0,24.0,118.0,106.0,309.5,306.0,55.0,3.0,310.5,175.0,270.5,361.0,260.0,3.0,227.0,302.0,31.0,248.0,188.0,154.0
150,150,1470,Essity B,Personal Products,441.512,70.012,0.696,35093.0,175050.0,0.1062299999999999,177411.594,24.454,0.12583,2534.0,59874.0,-0.16302,-0.0871,0.00232,Sweden,Large Cap,ESSITY B,17.641,2022-01-26,ESSITY-B.ST,-0.02471,0.02771,20.58,1.456,2.963,0.13195,2022-02-25,Q4-2021,Food and Beverage,0.0423222099742793,0.2004741502427877,-0.0441075982073196,-2.2405471950964047,0.1962846786301186,0.1748937410942467,0.1804259316207298,179.0,112.0,154.0,331.0,113.0,170.0,113.0,129.0,118.0,154.0,75.0,137.0,161.0,135.0,232.0,184.0,191.5,172.0,104.5,155.0
289,289,154,Net Insight,Communications,22.897,13.154,0.459,228.384,828.623,0.0816399999999999,1477.846,88.604,0.03682,112.348,646.528,-0.31588,0.1937,0.8221200000000001,Sweden,Small Cap,NETI B,43.22,2022-02-22,NETI-B.ST,0.8221200000000001,0.0,61.031,3.882,2.286,-0.03914,2022-02-25,Q4-2021,Technology,0.1737712829142744,0.2756187071804668,-0.1967829481865293,-2.717861177914624,0.6661829904571183,0.5447534327331273,0.6635900044263932,292.0,32.0,24.0,344.0,217.0,124.0,229.0,50.0,220.0,38.0,270.5,227.0,201.0,70.0,150.0,245.0,163.0,187.0,121.0,156.5
279,279,255,Moment Group,Leisure,2.914,4.721,0.437,305.0,907.0,-0.04722,405.969,66.173,0.08435999999999996,86.0,-4.0,0.14086,0.3029,-0.6446599999999999,Sweden,Small Cap,MOMENT,1164.631,2022-02-11,MOMENT.ST,-0.6446599999999999,0.0,8.301,1.025,3.19,0.2306599999999999,2022-02-25,Q4-2021,Consumer Durables,-0.0578124540374596,0.3362734288864388,-0.0933410439650092,-1.421485667717973,1.440312772956876,0.8231764389127149,0.6018244279628165,24.0,18.0,315.0,296.0,16.0,184.0,75.0,7.0,310.5,212.0,270.5,184.0,273.0,184.0,118.0,251.0,148.0,216.0,107.0,156.5
17,17,10,Alfa Laval,Industrial Components,266.57,530.901,0.636,14510.0,64361.0,0.16241,126885.398,31.024,0.14714,239.0,32096.0,-0.1892299999999999,-0.13965,0.16723,Sweden,Large Cap,ALFA,21.859,2022-02-02,ALFA.ST,0.14453,0.01983,26.571,3.101,3.953,0.05753,2022-02-25,Q4-2021,Industrials,0.0074464107676969,0.2254470875219465,-0.0247718924101955,-0.7289264024803997,0.2690647093371505,0.2465150817295222,0.3114692284179552,199.0,146.0,105.0,251.0,153.0,225.0,205.0,158.0,155.0,97.0,108.0,116.0,107.0,156.0,203.0,207.0,168.0,150.0,154.0,158.0
351,351,2101,RugVista,Home Furnishings,2.399,20.694,0.983,455.698,717.384,0.42701,2120.07,28.792,0.20095,102.448,496.899,-0.2092999999999999,-0.27143,-0.95011,Sweden,First North,RUG,15.122,2022-02-17,RUG.ST,,0.02451,21.233,3.007,4.267,0.21039,2022-02-25,Q4-2021,Consumer Durables,0.2061746954612506,0.6352218616528944,-0.0402056893783898,-1.2398667017730018,0.3393287834998934,0.3130769133119555,0.2972022955062564,214.0,232.0,350.0,286.0,120.0,235.0,203.0,82.0,94.0,203.0,89.0,75.0,27.0,60.0,30.0,94.5,307.0,28.0,137.5,159.0
16,16,1358,Alcadon Group,Electrical Components,5.541,3157.322,1.019,77.4,722.8,0.13792,1570.0,52.738,0.13824,-31.0,340.5,-0.07621,0.4652,1.38166,Sweden,First North,ALCA,26.167,2022-02-22,ALCA.ST,1.36686,0.00625,30.481,2.132,4.611,0.57576,2022-02-25,Q4-2021,Industrials,-0.0910425844346549,0.1070835639180963,-0.0792301270391959,-1.3582523635509431,0.4468076521367821,0.3903398618860079,0.5346253232777316,106.0,11.0,13.0,294.0,168.0,248.0,151.0,264.0,180.0,303.0,161.0,124.0,135.0,203.0,298.0,86.5,71.0,171.0,231.0,160.0
349,349,2193,Revolutionrace,Clothing & Footwear,11.249,35.437,1.087,1148.123,1419.3,0.48861,9044.812,45.766,0.38339,255.24,835.5,-0.21316,-0.0918399999999999,-0.95011,Sweden,Mid Cap,RVRC,21.49,2022-02-08,RVRC.ST,,0.00799,28.237,5.863,10.826,0.17759999999999998,2022-02-25,Q2-2022,Consumer Durables,0.3054937163375224,0.808936095258226,-0.0534231109516269,-1.1672262673344935,0.4300383822656079,0.3877684145049948,0.4194824202421722,222.0,113.0,350.0,278.0,160.0,338.0,267.0,103.0,147.0,184.0,151.0,14.0,26.0,29.0,17.0,76.0,274.0,12.0,191.0,161.0
282,282,140,Mycronic,Semiconductors,19.464,3157.322,0.755,2284.0,6136.0,0.27015,16910.27,36.159,0.2069099999999999,-225.0,3997.0,-0.15343,-0.2985399999999999,-0.20281,Sweden,Large Cap,MYCR,15.701,2022-02-09,MYCR.ST,-0.21642,0.01737,20.399,3.648,4.231,0.1536,2022-02-25,Q4-2021,Technology,-0.0562922191643732,0.3722294654498044,-0.0042962273032054,-0.1203619701769443,0.3437129253154965,0.3014030697135372,0.3271429803073496,169.0,244.0,222.0,197.0,112.0,234.0,222.0,264.0,98.0,167.0,115.0,71.0,50.0,178.0,103.0,160.0,217.5,88.0,174.0,162.0
78,78,254,Bulten,Industrial Components,9.545,3157.322,1.091,710.0,3419.0,0.11122,1550.648,42.073,0.08477,-117.0,1660.0,-0.16723,-0.21928,-0.26262,Sweden,Mid Cap,BULTEN,9.507,2022-02-10,BULTEN.ST,-0.28447,0.0305299999999999,10.817,0.416,0.934,0.11332,2022-02-25,Q4-2021,Industrials,-0.0704819277108433,0.207663059374086,-0.125565099794795,-3.148776260260988,0.3694573812117382,0.3352845580272905,0.3654826681185909,180.0,199.0,239.0,350.0,32.0,13.0,20.0,264.0,40.0,144.0,65.0,178.0,156.0,196.0,226.0,75.0,275.0,168.0,42.5,163.0
177,177,1011,Garo,Electrical Components,9.224,91.591,1.383,653.1,936.9,0.39168,7080.0,54.153,0.30227,77.3,551.5,-0.34747,-0.2834,0.12069,Sweden,Mid Cap,GARO,34.125,2022-02-23,GARO.ST,0.10972,0.00989,42.472,5.464,12.838,0.2604599999999999,2022-02-25,Q4-2021,Industrials,0.1401631912964641,0.697086135126481,-0.0040843303798252,-0.0709417704563576,0.502732399231803,0.4605226326489608,0.5276652389235543,303.0,238.0,120.0,192.0,192.0,348.0,259.0,136.0,204.0,221.0,140.0,31.0,29.0,88.0,25.0,34.0,227.0,18.0,246.0,164.0
247,247,124,Lagercrantz,Electrical Components,20.055,3157.322,0.902,1926.0,5568.0,0.18927,19771.49,44.343,0.26424,-22.0,2002.0,-0.23733,-0.18205,0.37249,Sweden,Large Cap,LAGR B,30.213,2022-02-04,LAGR-B.ST,0.35817,0.0105499999999999,36.47,3.935,9.876,0.31321,2022-02-25,Q3-2022,Industrials,-0.0109890109890109,0.3459051724137931,-0.0104035812056139,-0.2063884339856531,0.3779851926740351,0.3562792407439166,0.4619948652419133,239.0,179.0,58.0,205.0,186.0,328.0,232.0,264.0,192.0,244.0,137.0,41.0,85.0,162.0,113.0,114.5,156.0,72.0,265.0,165.0
227,227,1410,IRLAB Therapeutics,Pharmaceuticals,0.833,13.207,0.44,126.169,472.449,45.71826,1689.572,42.753,0.1296199999999999,127.933,399.481,-0.33974,-0.44661,-0.08028,Sweden,Mid Cap,IRLAB A,24.617,2022-02-23,IRLAB-A.ST,-0.08028,0.0,32.63,8.131,4.229,0.27665,2022-02-25,Q4-2021,Health Care,0.3202480218082963,0.2670531634102305,0.0714238796578754,1.7092023168944763,0.5580951970689226,0.4264484600980698,0.3829919158480033,302.0,309.0,183.0,49.0,177.0,233.0,284.0,51.0,175.0,229.0,270.5,135.0,1.0,25.0,157.0,249.0,221.0,90.0,184.0,166.0
206,206,106,I.A.R Systems,IT Services,2.705,27.985,0.438,152.1,812.8,-0.1315,1609.114,49.657,-0.11515,57.5,585.3,0.18763,-0.0137,-0.0828,Sweden,Mid Cap,IAR B,1164.631,2022-02-10,IAR-B.ST,-0.0828,0.0,53250.0,4.521,2.749,-0.02484,2022-02-25,Q4-2021,Technology,0.0982402186912694,0.187130905511811,0.0363621709634607,0.5891500342542133,0.3866084658112319,0.324346187592771,0.565670512381176,17.0,75.0,184.0,115.0,309.5,158.0,245.0,91.0,310.5,42.0,270.5,287.0,288.0,108.0,243.0,250.0,59.0,252.0,186.0,167.0
135,135,1930,Electrolux Professional B,Consumer Electronics,22.774,3157.322,0.741,2653.0,10609.0,0.12633,15620.03,38.852,0.13816,-1130.0,3525.0,-0.13593,-0.17149,0.19917,Sweden,Large Cap,EPRO B,29.341,2022-01-28,EPRO-B.ST,0.18824,0.0092,32.074,1.987,4.431,0.45051,2022-02-25,Q4-2021,Consumer Durables,-0.3205673758865248,0.250070694693185,0.068851649794714,1.7067700662104563,0.3527932714046169,0.3362086671265512,0.3697251353926221,156.0,174.0,93.0,51.0,174.0,240.0,140.0,264.0,190.0,280.0,146.0,125.0,140.0,282.0,166.0,163.5,94.0,182.0,224.0,168.0
410,410,2290,Synsam,Accessories,9.464,14.032,0.614,4728.0,7603.0,0.12346,9780.0,45.522,0.0205699999999999,697.0,2479.0,0.04153,-0.8257800000000001,-0.95011,Sweden,Mid Cap,SYNSAM,19.226,2022-02-23,SYNSAM.ST,,0.02607,108.667,2.095,3.945,0.04752,2022-02-25,Q4-2021,Consumer Durables,0.2811617587736991,0.6218597921872945,0.0016351579162016,0.0249824400311023,0.5813220203992948,0.5538466864339102,0.5998801490063668,49.0,358.5,350.0,170.0,237.0,224.0,148.0,55.0,133.0,83.0,84.0,241.0,143.0,33.0,31.0,217.0,262.0,116.5,122.0,169.0
30,30,1574,Arjo,Medical Supplies,55.157,20.762,0.621,4209.0,14612.0,0.14511,21571.699,42.441,0.1077699999999999,1039.0,6885.0,-0.3107,-0.27139,0.31613,Sweden,Large Cap,ARJO B,24.06,2022-02-03,ARJO-B.ST,0.2973,0.01452,29.073,2.378,3.133,0.05441,2022-02-25,Q4-2021,Health Care,0.1509077705156136,0.2880509170544758,-0.0635173315268656,-1.5753251810810758,0.3496409881402535,0.3084559436874325,0.3695401853015725,288.0,231.0,71.0,312.0,165.0,178.0,167.0,83.0,170.0,92.0,123.0,157.0,127.0,83.0,142.0,212.0,252.5,132.5,116.0,170.0
133,133,68,Elanders,Broadcasting & Publishing,4.779,3157.322,0.994,1645.0,11800.0,0.07264,4985.478,41.894,0.09746,-331.0,3304.0,-0.16271,-0.1506,-0.12576,Sweden,Mid Cap,ELAN B,17.646,2022-02-03,ELAN-B.ST,-0.14752,0.02553,15.483,0.425,1.509,0.3659,2022-02-25,Q4-2021,Consumer Durables,-0.100181598062954,0.1394067796610169,-0.0268755401200118,-0.55748436846387,0.3711098949382275,0.3359303039945844,0.4418391040528646,178.0,157.0,202.0,239.0,80.0,51.0,22.0,264.0,119.0,261.0,86.0,169.0,214.0,206.0,280.0,89.5,191.5,205.0,104.5,171.0
29,29,14,Arise Windpower,Wind Energy,3.751,88.567,0.184,232.0,1511.0,0.07322,1682.781,50.588,0.08432,19.0,676.0,-0.00579,0.00822,-0.04767,Sweden,Small Cap,ARISE,27.693,2022-02-17,ARISE.ST,-0.04767,0.0,28.408,6.053,2.489,0.06559,2022-02-25,Q4-2021,Utilities,0.0281065088757396,0.1535407015221707,-0.0070598641871518,-0.1389202070299187,0.4692057556395568,0.4425010113671405,0.4657689867502679,72.0,70.0,175.0,201.0,161.0,140.0,273.0,135.0,185.0,101.0,270.5,189.0,213.0,141.0,269.0,311.0,105.0,243.0,155.0,172.0
262,262,1573,Lyko,Personal Products,3.777,53.619,1.709,958.9,1254.5,0.11119,3597.85,39.149,0.1202599999999999,67.1,388.0,-0.22314,-0.10646,-0.16667,Sweden,First North,LYKO A,52.449,2022-02-10,LYKO-A.ST,-0.16667,0.0,76.067,1.678,9.273,0.32639,2022-02-25,Q4-2021,Food and Beverage,0.1729381443298969,0.7643682742128338,-0.0661154046840745,-1.540350079843184,0.320643270336021,0.2749319123097819,0.3933895943943525,229.0,122.0,214.0,309.0,227.0,324.0,130.0,116.0,226.0,248.0,270.5,144.0,157.0,71.0,19.0,17.0,240.5,47.0,216.0,173.5
