,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
375,375,2144,Smart Wires,Electrical Components,3.167,,,,,,1103.7,79.901,,,,-0.61624,-0.6994199999999999,-0.95301,Sweden,First North,GOGRID SDB,,,GOGRID-SDB.ST,,,,,,Q4-2020,Industrials,,,-0.0008568871941454,-0.0170284060243271,0.79901,0.3790477728090277,0.4612
376,376,210,Softronic,IT Consulting,1.549,10.737,2.015,507.5,381.9,0.57522,1155.294,43.524,0.29075,107.6,232.5,-0.122,-0.1255,-0.04978,Sweden,Small Cap,SOF B,12.31,2021-10-20,SOF-B.ST,0.1366699999999999,17.091,1.501,4.969,-0.20171,Q3-2021,Technology,0.4627956989247311,1.328881906258183,-0.0073629878821621,-0.1747017194719166,0.414868204231102,0.3755980268910112,0.3862749538246494
377,377,2328,Solid Försäkring,Reinsurance,4.881,,,,,,928.0,37.98,,,,-0.68206,-0.81553,-0.95301,Sweden,Small Cap,SFAB,,,SFAB.ST,,,,,,Q4-2020,Financials,,,-0.0008568871941454,-0.0170284060243271,0.3797999999999999,0.3790477728090277,0.4612
378,378,763,SolTech Energy,Solar Energy,9.068,-4.198,0.297,411.569,2647.955,-0.00934,1613.324,58.643,-0.10475,-384.341,765.318,-0.26769,-0.29656,-0.52627,Sweden,First North,SOLT,-125.427,2021-11-30,SOLT.ST,,-10.223,1.925,2.108,0.47562,Q3-2021,Utilities,-0.5021977792237998,0.155429000870483,0.0185731802742143,0.2443822562804862,0.5580729241401691,0.5459585543378385,0.6965563359474094
379,379,785,SpectraCure,Medical Equipment,2.068,-22.739,0.03,7.134,190.518,-0.481,618.731,118.6,-0.13289,-27.21,175.677,-0.06461,-0.4013199999999999,-0.33088,Sweden,First North,SPEC,-21.185,2022-02-17,SPEC.ST,,-26.509,43.953,3.522,-0.09508,Q4-2021,Health Care,-0.154886524701583,0.0374452807608729,-0.0371231946259358,-0.4652248858469535,0.9702193725864152,0.6968847345590484,0.7313445801688849
380,380,765,SpectrumOne,Advertising,1.802,-6.2,0.124,35.731,359.046,-0.26353,474.944,61.806,-0.31117,-76.599,288.497,-0.07518,-0.31728,-0.4191499999999999,Sweden,First North,SPEONE,-6.154,2021-10-29,SPEONE.ST,,-5.292,9.564,1.646,1.1568,Q3-2021,Consumer Durables,-0.2655105599018361,0.0995164964934855,-0.0511689860146203,-0.9151967107175122,0.7003800451950835,0.5946126717680579,0.5124269982620422
381,381,1632,SSAB B,Mining - Steel & Aluminum,337.446,3.795,0.856,23466.0,112019.0,0.26,47825.537,38.122,0.19946,12602.0,73477.0,0.13296,0.12228,0.376,Sweden,Large Cap,SSAB B,2.414,2022-01-28,SSAB-B.ST,0.11305,3.262,0.499,0.651,0.26431,Q4-2021,Materials,0.1715094519373409,0.2094823199635776,0.0114806766833317,0.280590106516374,0.3600118646735259,0.3508712085969728,0.3750030290366787
382,382,386,Starbreeze B,Gaming,2.339,-18.848,0.186,69.387,674.147,-0.12293,662.293,43.105,-0.84246,-35.138,122.817,-0.17658,-0.35634,-0.5127900000000001,Sweden,Small Cap,STAR B,-10.658,2022-02-16,STAR-B.ST,,-6.405,5.269,5.393,-0.04876,Q4-2021,Consumer Durables,-0.2861004584055953,0.1029256230466055,-0.0005711977465699,-0.0125463537651819,0.4716305263942227,0.4052073687197587,0.4172617733304042
383,383,302,Stendörren Fastigheter,Real Estate,4.211,-20.974,0.058,482.0,11235.0,0.04086,6438.942,34.159,0.1830699999999999,-307.0,4807.0,-0.26935,-0.15642,0.57292,Sweden,Mid Cap,STEF B,28.645,2021-11-09,STEF-B.ST,,7.302,9.83,1.339,0.11282,Q3-2021,Financials,-0.0638651965883087,0.0429016466399643,-0.0111716851687785,-0.439093129339593,0.3102166515728118,0.2937182779283582,0.2331855795746193
384,384,2050,Stenhus Fastigheter,Real Estate,3.77,-0.847,0.027,155.797,7099.033,0.0254199999999999,4861.06,58.677,0.19755,-5740.915,3381.106,-0.34167,0.11398,0.30759,Sweden,First North,SFAST,59.055,2021-11-23,SFAST.ST,,6.951,25.027,1.438,,Q3-2021,Financials,-1.6979399640236064,0.0219462284511143,-0.043063565485697,-1.1355677754951257,0.4518768252442808,0.3841315269114975,0.3475654254927233
385,385,926,Stillfront,Gaming,100.082,-4.52,0.272,3305.0,20049.0,0.0645,11554.349,68.012,0.06023,-2556.0,9772.0,-0.37953,-0.44895,-0.6645,Sweden,Large Cap,SF,14.703,2022-02-16,SF.ST,,19.584,1.946,1.182,0.6213000000000001,Q4-2021,Consumer Durables,-0.261563651248465,0.1648461269888772,-0.209501610430464,-3.642265759437362,0.6304568914280937,0.5512623676438195,0.5271756930559927
386,386,144,Stockwik Förvaltning,Holding Companies,0.79,-4.981,0.708,324.8,825.4,0.06473,438.307,57.031,-0.04331,-88.0,254.0,-0.24013,-0.50556,-0.36429,Sweden,Small Cap,STWK,22.732,2022-02-18,STWK.ST,,-39.848,0.739,1.726,0.44832,Q4-2021,Financials,-0.3464566929133858,0.3935061788223892,0.0008176037958814,0.01399431996494,0.5880147975696185,0.5734813016093402,0.5354645731263484
387,387,212,Stora Enso R,Forest & Wood Products,89.078,13.622,0.534,46324.488,192733.406,0.10904,141715.014,26.786,0.11869,10403.51,108046.602,0.16992,0.06647,0.07605,Sweden,Large Cap,STE R,10.395,2022-01-28,STE-R.ST,0.031,11.05,1.331,1.312,0.03821,Q4-2021,Materials,0.0962872483486338,0.2403552604679232,0.0450395972908665,1.66251136151227,0.2536783350452038,0.2431282116272403,0.2482958837261466
388,388,2274,Storskogen,Holding Companies,72.388,-7.258,0.543,3704.0,32223.0,0.06799,44194.398,58.353,0.0516,-6089.0,16588.0,-0.4662599999999999,-0.81553,-0.95301,Sweden,Large Cap,STOR B,34.209,2022-02-23,STOR-B.ST,0.00246,50.019,2.526,2.664,1.6848,Q4-2021,Financials,-0.3670725825898239,0.1149489495081153,-0.1564061747278768,-2.839056993692948,0.6070009408005849,0.5384308515713644,0.5049163411944543
389,389,471,Storytel,Broadcasting & Publishing,56.868,-9.342,0.92,1413.792,2982.517,-0.32298,5610.528,71.834,-0.19427,-600.569,2039.431,-0.4778,-0.59438,-0.6211099999999999,Sweden,First North,STORY B,-11.947,2022-02-18,STORY-B.ST,,-13.68,1.817,2.751,0.57022,Q4-2021,Consumer Durables,-0.294478705089802,0.4740264682481273,-0.2399914743138906,-3.603522946435554,0.6043870790099943,0.4815103344862016,0.610391060934027
390,390,760,Studentbostäder,Real Estate,4.026,-0.953,0.035,131.411,5934.846,0.01889,1648.564,42.957,0.07189,-1729.652,1832.877,-0.12195,-0.08571,-0.81176,Sweden,First North,STUDBO,53.225,2022-02-17,STUDBO.ST,,11.291,7.035,0.899,0.51361,Q4-2021,Financials,-0.9436814363429734,0.0221422763118032,0.0371569002189646,0.680094016899519,1.33000254087299,0.4521519815140728,0.5007375557267523
391,391,213,Studsvik,Energy & Recycling,1.081,10.265,0.852,207.1,936.6,0.156,754.504,35.633,0.16314,73.5,387.0,-0.0632699999999999,0.05517,0.0902599999999999,Sweden,Small Cap,SVIK,8.27,2022-02-10,SVIK.ST,0.0217899999999999,11.939,0.945,1.95,0.23156,Q4-2021,Industrials,0.189922480620155,0.2211189408498825,0.0296087246490215,0.8450918939214797,0.3407567479572981,0.2985902682191172,0.3211111665161774
392,392,1489,Surgical Science,Medical Equipment,20.424,-2.666,0.092,265.942,3978.133,0.0164799999999999,7180.472,63.719,0.02406,-2693.531,3585.074,-0.44499,-0.28692,0.37847,Sweden,First North,SUS,121.434,2022-02-16,SUS.ST,,83.255,19.577,2.003,7.42338,Q4-2021,Health Care,-0.7513181038940897,0.0668509574717587,0.1111903594564648,1.7273569253393617,0.6383859696159982,0.5833384581793664,0.5899628864005552
393,393,216,Sweco B,Business Consultants,41.761,26.942,1.109,3092.0,19657.0,0.1608699999999999,43673.088,37.188,0.17341,1621.0,8594.0,-0.19195,-0.1683599999999999,-0.0081,Sweden,Large Cap,SWEC B,22.587,2022-02-11,SWEC-B.ST,0.02,29.272,2.003,5.082,-0.01459,Q4-2021,Industrials,0.1886199674191296,0.1572976547794678,0.1007609111523624,2.6944750516972724,0.3183986686010437,0.2805268833597625,0.3427342941309211
394,394,217,Swedbank,Banks,506.548,3.491,0.017,59629.0,2750617.0,0.0108,174691.166,21.981,0.12908,50037.0,161696.0,-0.20215,-0.0838299999999999,0.03515,Sweden,Large Cap,SWED A,6.767,2022-02-02,SWED-A.ST,0.0729,8.289,3.726,1.08,0.06011,Q4-2021,Financials,0.309451068672076,0.0216784088806256,-0.0672271379678334,-3.263108962267992,0.2046194031241951,0.180395515572786,0.1888220418350437
395,395,214,Svedbergs,Home Furnishings,4.565,-1.206,0.368,372.6,2361.7,0.14183,852.24,75.434,0.2196399999999999,-706.8,266.8,-0.28214,-0.27437,0.10744,Sweden,Small Cap,SVED B,18.67,2022-02-04,SVED-B.ST,,14.534,0.981,3.194,2.50245,Q4-2021,Consumer Durables,-2.649175412293853,0.1577677097006393,-0.0547994341372839,-0.7964250581979461,0.5516776492075003,0.4628864866480472,0.6306244445473888
396,396,1312,Swedencare,Health Products,51.016,-5.459,0.222,388.639,3471.119,0.02005,9513.863,58.214,0.02257,-1742.899,2419.8,-0.40735,-0.39851,-0.08617,Sweden,First North,SECARE,156.445,2022-02-17,SECARE.ST,0.00248,174.195,12.304,3.932,2.01711,Q4-2021,Food and Beverage,-0.7202657244400362,0.1119636059725984,-0.1084401108765973,-1.799525315635372,0.5571273727694446,0.5307908541068922,0.5522956661334378
397,397,218,Swedish Match,Tobacco,293.783,20.197,1.145,12240.0,16152.0,0.90153,104621.94,27.384,,5180.0,-6686.0,0.0133899999999999,-0.16437,0.0914499999999999,Sweden,Large Cap,SWMA,14.32,2022-02-16,SWMA.ST,0.02793,16.828,5.659,,0.06579,Q4-2021,Food and Beverage,,0.7578008915304606,0.0386045194017322,1.526570603231881,0.2277880570331137,0.1999831834401403,0.2317719625299998
398,398,219,Swedish Orphan Biovitrum,Pharmaceuticals,99.668,11.071,0.319,12045.0,48661.0,0.09608,56493.62,43.775,0.11546,5103.0,23203.0,-0.1483799999999999,0.03227,0.31722,Sweden,Large Cap,SOBI,17.678,2022-02-10,SOBI.ST,,20.208,3.638,2.435,0.00783,Q4-2021,Health Care,0.2199284575270439,0.2475288218491194,0.0050171229230264,0.0738765093691262,0.4477941791716629,0.2656342679267479,0.6224264184110262
399,399,1386,Swedish Stirling,Renewable Energy,3.122,-8.24,0.0,48.164,681.826,-0.0891,1011.26,63.216,-0.12065,-122.724,574.541,-0.45965,-0.42943,-0.53825,Sweden,First North,STRLNG,-22.424,2022-02-16,STRLNG.ST,,-14.59,15.068,1.76,0.32793,Q4-2021,Utilities,-0.2136035548376878,0.0706397233311724,0.0177621425559219,0.3142939314187809,0.5772335826191003,0.5042419474874609,0.5179633116024244
400,400,2018,Svenska Nyttobostäder,Real Estate,1.233,-8.341,0.034,98.0,3488.0,0.0248,6297.775,34.661,0.06502,-755.0,1092.0,-0.17477,-0.084,-0.12762,Sweden,First North,NYTTO,108.194,2021-11-25,NYTTO.ST,,78.057,52.922,5.767,,Q3-2021,Financials,-0.6913919413919414,0.0280963302752293,0.1124435704122963,3.520174676421199,0.3053853917449454,0.2494834277031308,0.2927588657897556
401,401,215,Svolder B,Holding Companies,28.28,24.631,,,7355.1,0.47719,5790.72,50.87,0.4542799999999999,235.1,7342.1,-0.36674,-0.22107,0.22668,Sweden,Mid Cap,SVOL B,1.63,2021-12-10,SVOL-B.ST,0.0110499999999999,1.736,,0.789,0.80462,Q1-2022,Financials,0.0320208114844526,,-0.0495274910143765,-1.0939150712416057,0.4369349614403056,0.4228964637263449,0.4149563024065844
402,402,2290,Synsam,Accessories,10.212,13.558,0.614,4728.0,7603.0,0.12346,9450.0,59.547,0.0205699999999999,697.0,2479.0,-0.02477,-0.81553,-0.95301,Sweden,Mid Cap,SYNSAM,18.705,2022-02-23,SYNSAM.ST,0.02698,105.0,1.999,3.812,0.04752,Q4-2021,Consumer Durables,0.2811617587736991,0.6218597921872945,0.0147445241224171,0.2252713245770752,0.5850116950984591,0.5571921698124717,0.5998801490063668
403,403,221,Systemair,Installation,5.985,-67.439,1.178,3112.6,7562.2,0.16482,15423.2,43.034,0.14233,-228.7,3458.8,-0.09573,-0.25664,0.22058,Sweden,Large Cap,SYSR,23.581,2021-12-09,SYSR.ST,0.01011,31.329,1.732,4.459,0.09583,Q2-2022,Industrials,-0.0661211981033884,0.4115997990002909,0.0786644666894712,1.9712981720010836,0.4414142952390616,0.3901701183999493,0.3657344974270449
404,404,222,Tele2 B,Telecommunications,280.106,11.709,0.361,10919.0,74251.0,0.07633,85147.824,20.611,0.12716,7272.0,31142.0,-0.05607,-0.06147,0.15725,Sweden,Large Cap,TEL2 B,22.857,2022-02-01,TEL2-B.ST,0.05492,21.322,3.178,2.734,-0.01538,Q4-2021,Telecom,0.2335110140646072,0.1470552585150368,-0.0328588841054968,-1.5317183661633598,0.1957788923734058,0.1740745473001586,0.1966135903199862
405,405,223,Telia Company,Telecommunications,384.745,8.75,0.373,30031.0,237025.0,0.08466,144098.184,16.587,0.13981,16468.0,80732.0,-0.0222,-0.07447,0.0287599999999999,Sweden,Large Cap,TELIA,13.605,2022-01-28,TELIA.ST,0.0581799999999999,12.337,1.631,1.785,0.04562,Q4-2021,Telecom,0.2039835505128078,0.1266997152199135,0.0201650212159982,1.1761832538778751,0.1592676463543949,0.1432100312723265,0.1571315282852979
406,406,1789,Teqnion,Industrial Components,2.61,-38.44,1.152,418.433,799.139,0.22041,1758.17,70.18,0.23559,-45.738,338.618,-0.26102,0.05314,0.52235,Sweden,First North,TEQ,17.661,2022-02-18,TEQ.ST,0.00459,22.038,1.877,5.192,0.49569,Q4-2021,Industrials,-0.1350725596394757,0.5236047796440919,0.0446447831277198,0.643827690999787,0.6290677837022582,0.5982490070381099,0.6355368087693234
407,407,349,Tethys Oil,Oil & Gas -Exploration,11.757,9.402,0.396,585.65,2418.25,0.07978,2373.493,52.726,0.06508,252.45,2181.1,0.09954,0.40509,0.10974,Sweden,Mid Cap,TETY,13.133,2022-02-08,TETY.ST,0.09755,16.499,2.478,1.088,0.01498,Q4-2021,Energy,0.1157443491816056,0.2421792618629173,-0.1652890000400616,-3.058933216044741,0.4127761939210508,0.3485315762168161,0.4952375882246543
408,408,1321,TF Bank,Consumer Lending,4.55,18.027,0.079,675.063,13390.82,0.0290899999999999,3392.7,58.304,0.18863,188.198,1430.691,-0.3139099999999999,-0.13676,0.38421,Sweden,Mid Cap,TFBANK,9.623,2022-01-25,TFBANK.ST,0.00634,12.571,3.215,2.371,0.31065,Q4-2021,Financials,0.1315434290143713,0.0504123720578724,-0.0170419443426675,-0.2952396522274816,0.4763830747530049,0.4493941259987752,0.5290346289889669
409,409,428,Thule,Auto & Equipment,120.421,58.053,1.019,4160.0,10192.0,0.29847,36283.014,36.219,0.30782,625.0,5815.0,-0.31626,-0.27375,0.0058,Sweden,Large Cap,THULE,16.132,2022-02-09,THULE.ST,0.03746,20.277,3.493,6.24,0.2064399999999999,Q4-2021,Consumer Durables,0.1074806534823731,0.4081632653061224,-0.03336711645357,-0.911417739015696,0.3152865463793485,0.2826432176407469,0.3355373289881905
410,410,2045,Thunderful,Gaming,5.928,-7.31,0.868,1005.4,3619.7,0.0890099999999999,2790.21,43.841,0.07345,-381.7,1799.9,-0.30363,-0.3401599999999999,-0.30723,Sweden,First North,THUNDR,14.905,2022-02-17,THUNDR.ST,,21.106,0.852,1.55,0.47304,Q4-2021,Consumer Durables,-0.2120673370742818,0.2777578252341354,0.0361004063243394,0.738194653923536,0.4537723406507901,0.4314345274668765,0.4482092730438112
411,411,224,TietoEVRY,IT Consulting,2.173,6.215,0.787,24083.461,36948.16,0.1553999999999999,29914.408,21.742,0.16012,4813.19,18757.33,-0.05038,-0.1718,-0.03292,Sweden,Large Cap,TIETOS,9.132,2022-02-17,TIETOS.ST,0.0570899999999999,9.949,0.985,1.595,-0.00488,Q4-2021,Technology,0.2566031519411344,0.6518176006599516,0.0301439295954533,1.4561428490409922,0.2153387348059233,0.198149609039699,0.1897297908725927
412,412,2330,Titania,Real Estate,0.62,,,,,,1179.75,32.487,,,,-0.68206,-0.81553,-0.95301,Sweden,First North,TITA B,,,TITA-B.ST,,,,,,Q4-2020,Financials,,,-0.0008568871941454,-0.0170284060243271,0.32487,0.3790477728090277,0.4612
413,413,745,Tobii,Biometric,15.59,-8.44,0.503,444.0,1224.0,-0.37805,2734.61,89.479,-0.21853,-324.0,840.0,-0.61829,-0.57884,-0.6012299999999999,Sweden,Mid Cap,TOBII,-12.853,2022-02-08,TOBII.ST,,-14.164,4.439,3.255,-0.26024,Q4-2021,Technology,-0.3857142857142857,0.3627450980392157,0.0652911488902618,0.1849123987353629,1.6213003282214633,0.7516622693414143,3.236144618170888
414,414,2329,Tobii Dynavox,Biometric,12.466,,,,,,2138.96,47.47,,,,-0.68206,-0.81553,-0.95301,Sweden,Mid Cap,TDVOX,,,TDVOX.ST,,,,,,Q4-2020,Technology,,,-0.0008568871941454,-0.0170284060243271,0.4747,0.3790477728090277,0.4612
415,415,606,Torslanda Property,Real Estate,0.524,1.193,0.078,193.9,2869.0,0.07293,1091.002,32.789,0.28665,914.8,1425.8,-0.0541899999999999,0.024,0.32414,Sweden,First North,TORSAB,11.371,2022-02-08,TORSAB.ST,0.04792,3.325,4.855,0.765,-0.12282,Q4-2021,Financials,0.6416047131434984,0.0675845242244684,-0.0062616650747049,-0.1672419826739773,0.2885359545585644,0.2601649385615682,0.3431501315938599
416,416,1819,Train Alliance,Real Estate,1.316,-5.463,0.027,33.813,1513.66,0.01425,2240.256,37.238,0.0070999999999999,-410.095,1292.415,0.06125,0.20426,0.27096,Sweden,First North,TRAIN B,120.254,2021-10-29,TRAIN-B.ST,,244.176,20.869,1.733,0.5766,Q3-2021,Financials,-0.3173090686814994,0.022338570088395,0.010010244982481,0.2610566563710257,0.3647534729658206,0.3454110819793762,0.3514386953004935
417,417,775,Transtema,Telecom Services,6.974,5.501,1.966,1114.606,859.8,0.7574599999999999,1081.837,66.085,0.35189,196.66,250.425,-0.4337299999999999,-0.05051,1.02878,Sweden,Small Cap,TRANS,8.654,2022-02-10,TRANS.ST,,12.224,0.639,4.32,0.13377,Q4-2021,Telecom,0.7853049815313966,1.296354966271226,0.0179773709869632,0.2314174663255995,0.5357585011404276,0.479100137154109,0.7119831069980822
418,418,1861,Traton,Industrial Machinery,8.643,-4.249,0.525,53938.059,562534.5,0.02438,96650.0,28.53,0.05216,-22746.939,139946.094,-0.1603,-0.2437399999999999,-0.18128,Sweden,Large Cap,8TRA,32.503,2021-07-30,8TRA.ST,0.01312,13.237,0.327,0.691,0.29754,Q3-2021,Industrials,-0.1625407208578468,0.095884001781224,0.0143505704528807,0.4649282462709636,0.2785101022792933,0.2621720929870439,0.2828934395515132
419,419,229,Trelleborg,Chemicals,159.639,17.669,0.609,11015.0,55640.0,0.12611,52865.817,32.019,0.1126399999999999,2992.0,32990.0,-0.0924799999999999,-0.05739,-0.09711,Sweden,Large Cap,TREL B,12.21,2022-02-04,TREL-B.ST,0.0282,14.223,1.561,1.602,0.03489,Q4-2021,Materials,0.0906941497423461,0.1979690869877785,0.0042455625089341,0.1172260979775567,0.2690974126921943,0.2459862697558074,0.3319331087618769
420,420,1490,Trianon,Real Estate,4.094,-10.511,0.046,396.0,13581.1,0.03488,7300.686,44.866,0.24886,-694.6,5217.3,-0.3186799999999999,-0.20851,0.41445,Sweden,Mid Cap,TRIAN B,41.831,2022-02-18,TRIAN-B.ST,0.01075,5.349,11.811,1.399,0.31814,Q4-2021,Financials,-0.1331339965116056,0.0291581683368799,-0.0204642511401927,-0.4606712900097897,0.4136234980567781,0.3893216711668508,0.4071405443500807
421,421,746,Troax Group,Installation,21.244,79.188,0.87,957.072,2946.4,0.25036,14160.0,51.139,0.2784,178.816,1448.816,-0.4360799999999999,-0.35607,-0.0387,Sweden,Large Cap,TROAX,27.592,2022-02-04,TROAX.ST,0.01292,35.106,5.524,9.773,0.14722,Q4-2021,Industrials,0.123422159887798,0.3248275862068965,-0.0999879366953901,-1.6342692318902667,0.4498546001462792,0.4021131502983994,0.560742721637244
422,422,2275,Truecaller,Communications,87.314,109.323,0.667,859.864,1692.896,1.22502,25035.488,100.277,0.18302,229.004,1411.41,-0.41228,-0.81553,-0.95301,Sweden,Large Cap,TRUE B,72.316,2022-02-23,TRUE-B.ST,,66.068,22.103,17.738,2.8842700000000003,Q4-2021,Technology,0.1622519324646984,0.5079248813866889,0.0638007451497862,0.8136486701418321,0.946490650547856,0.7611656138107654,0.7186682772861098
423,423,1480,Urb-it,Personal Services,0.625,-6.922,0.212,-32.407,161.762,-4.89212,738.58,50.403,-0.7608400000000001,-106.707,132.669,-0.35318,-0.2125,0.14964,Sweden,First North,URBIT,-6.286,2022-02-22,URBIT.ST,,-6.062,18.446,5.567,0.4547299999999999,Q4-2021,Consumer Durables,-0.8043099744476855,-0.2003375329187324,-0.113109564978034,-2.60901128141857,0.5507232321354726,0.4563785899466455,0.3973406684953384
424,424,238,Wallenstam,Real Estate,35.563,-31.178,0.035,1763.0,66698.0,0.03433,41217.0,28.812,0.15331,-1322.0,30767.0,-0.23562,-0.1491799999999999,0.05758,Sweden,Large Cap,WALL B,45.774,2022-02-08,WALL-B.ST,0.00961,8.656,17.735,1.34,0.1009699999999999,Q4-2021,Financials,-0.0429681151883511,0.0264325766889561,-0.0008568871941454,-0.0301252201417929,0.2530937630360145,0.252911371339569,0.2606952188715946
425,425,233,VBG Group,Industrial Components,1.71,18.951,0.77,1168.4,4462.7,0.14367,3850.812,30.92,0.12069,203.2,2734.2,-0.15029,-0.23636,-0.11178,Sweden,Mid Cap,VBG B,8.832,2021-10-21,VBG-B.ST,0.03061,11.138,1.121,1.408,0.02577,Q3-2021,Industrials,0.0743178992026918,0.2618145965446927,-0.0827352194851827,-3.39762290083492,0.2714002418502374,0.2603391148205732,0.2231798036424033
426,426,874,VEF,Holding Companies,6.226,-5.249,,,6453.686,0.36774,4002.394,46.457,0.3616899999999999,-762.458,6444.219,-0.30561,-0.14477,-0.01538,Sweden,First North,VEFAB,1.674,2022-02-02,VEFAB.ST,,1.366,,0.621,0.96135,Q4-2021,Financials,-0.1183165873164769,,0.0649635253922671,1.2226687246663468,0.4842241866257022,0.4590856781088184,0.4869680012506889
427,427,1728,Veoneer,Auto & Equipment,72.574,-13.857,0.947,2287.74,14665.0,-0.46065,37390.607,10.463,-0.45135,-2698.36,7148.14,0.03472,0.07056,0.46275,Sweden,Large Cap,VNE SDB,-11.98,2022-02-02,VNE-SDB.ST,,-11.57,2.693,5.231,-0.32531,Q4-2021,Consumer Durables,-0.3774912075029308,0.1559999999999999,-0.0156858748069037,-1.3475655469682335,0.5664185490379826,0.2925311608351552,0.1066838029600229
428,428,1843,Vertiseit,IT Services,1.02,-4.453,0.373,89.982,349.936,0.02669,452.35,64.269,0.02277,-101.574,182.491,-0.3779999999999999,0.16479,0.7277800000000001,Sweden,First North,VERT B,97.044,2022-02-16,VERT-B.ST,,108.855,3.456,2.479,2.30702,Q4-2021,Technology,-0.5565973116482457,0.2571384481733803,0.0044287974850584,0.0599826753886711,0.6263289670142368,0.5499974845715153,0.6767053847265848
429,429,355,Vestum,Holding Companies,31.447,-9.824,0.112,176.7,3018.0,0.00681,11089.352,72.388,0.00671,-1128.8,1042.5,-0.34216,0.06457,46.38287999999999,Sweden,First North,VESTUM,829.284,2021-11-29,VESTUM.ST,,1552.5,32.52,10.637,198.86756000000003,Q3-2021,Financials,-1.0827817745803356,0.0585487077534791,0.0248139640055589,0.3371415730931038,1.521316032377625,1.1446441811971628,0.6745645000356041
430,430,928,Vicore Pharma,Pharmaceuticals,6.116,-6.91,,-24.794,528.996,-2.82764,1119.456,78.355,-0.59311,-161.996,462.598,-0.0510899999999999,-0.24272,-0.4902,Sweden,Small Cap,VICO,-2.469,2021-11-04,VICO.ST,,-4.08,,2.42,0.20214,Q3-2021,Health Care,-0.3501874197467347,-0.0468699196213203,-0.0181925857689102,-0.3988921883653256,0.5667396530343048,0.4686494168341531,0.4180021760499064
431,431,239,Wihlborgs Fastigheter,Real Estate,37.1,2693.069,0.06,2195.0,51152.0,0.04242,26930.693,31.806,0.15254,10.0,21948.0,-0.20796,-0.16172,0.08955,Sweden,Large Cap,WIHL,23.694,2022-02-15,WIHL.ST,0.0342499999999999,8.044,8.801,1.227,0.08924,Q4-2021,Financials,0.0004556223801713,0.0429113231154207,0.0634634691363305,1.8822723253705187,0.2897237483040695,0.2784667378864647,0.3090160199050689
432,432,227,Viking Supply,Marine & Sea,1.179,-4.649,0.169,295.0,1849.0,-0.07117,567.195,102.889,-0.06743,-122.0,1750.0,0.58011,0.35545,0.07925,Sweden,Small Cap,VSSAB B,-3.865,2022-02-17,VSSAB-B.ST,,-4.807,1.818,0.324,0.09408,Q4-2021,Industrials,-0.0697142857142857,0.159545700378583,-0.0293741268604723,-0.2495807487067413,0.7138814902108149,0.5454869412510995,1.0786822341775777
433,433,2202,Vimian Group,Medical Supplies,26.958,-40.552,0.272,1099.278,5772.316,0.05082,18093.084,59.349,0.16264,-446.165,3611.139,-0.4872599999999999,-0.5552199999999999,-0.95301,Sweden,First North,VIMIAN,84.454,2021-11-30,VIMIAN.ST,,24.838,11.515,5.01,,Q3-2021,Health Care,-0.1235524304104605,0.1904396779386298,-0.1458314767798413,-2.8029344765738475,0.5502478695224499,0.5433673685753481,0.4768458104434114
434,434,252,Vitec Software,IT Services,19.883,-11.97,0.419,1581.064,3751.777,0.09207,12234.189,47.25,0.10404,-1022.031,1989.104,-0.3411999999999999,-0.25077,-0.07161,Sweden,Large Cap,VIT B,45.475,2022-02-11,VIT-B.ST,0.00551,59.12,6.867,6.151,0.70012,Q4-2021,Technology,-0.5138147628278863,0.4214173710217851,-0.0152921437951215,-0.2719177565560407,0.4071808492278915,0.3826958904227711,0.515430896215498
435,435,235,Vitrolife,Medical Equipment,76.937,-5.443,0.087,1046.09,19428.801,0.0243999999999999,33386.371,57.055,0.02223,-6134.188,15322.17,-0.42451,-0.39359,0.04598,Sweden,Large Cap,VITR,80.687,2022-02-16,VITR.ST,0.00275,97.915,19.863,2.179,7.42865,Q4-2021,Health Care,-0.4003472093052094,0.0538422314377505,-0.1596125452949653,-2.6927064353525263,0.4714460198446459,0.4225131646835329,0.5432724199531893
436,436,2332,Viva Wine,Beverages,5.987,,,,,,4521.549,40.878,,,,-0.68206,-0.81553,-0.95301,Sweden,First North,VIVA,,,VIVA.ST,,,,,,Q4-2020,Food and Beverage,,,-0.0008568871941454,-0.0170284060243271,0.40878,0.3790477728090277,0.4612
437,437,237,VNV Global,Holding Companies,26.82,-4.644,,,13122.82,0.05067,7504.223,37.389,0.04549,-1615.911,11853.59,-0.4510499999999999,-0.38732,-0.43321,Sweden,Mid Cap,VNV,12.091,2022-01-28,VNV.ST,,12.789,,0.633,0.30507,Q4-2021,Financials,-0.1363224980786411,,-0.0146712294967132,-0.3874811520567809,0.3587847758543633,0.3591504708359674,0.3470208517234172
