,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
255,132,Lundin Energy,Oil & Gas -Exploration,297.579,7.116,0.69,33120.25,67213.75,-2.50048,99530.492,44.161,,13986.75,-12064.05,0.052300000000000006,0.3373,0.27276,Sweden,Large Cap,LUNE,2.989,2022-02-01,LUNE.ST,0.054939999999999996,23.713,2.135,,0.18853,Q4-2021,Energy,,0.4927600379386658,-0.09003539303636199,-1.6195969377551978,0.35948980805171493,0.3180649345087264,0.5095020794322993
256,595,Lundin Gold,Mining - Gold & Silver,5.565,6.546,0.444,4522.074,14677.47,0.20738,18847.938,42.873,0.24794,2879.246,7062.633,0.08462,0.04801999999999999,0.22533999999999998,Sweden,Mid Cap,LUG,11.626,2021-11-10,LUG.ST,,10.67,2.891,2.669,0.05072,Q3-2021,Materials,0.40767317231406475,0.3080962863490779,0.058502153307778304,1.6520807355748666,0.38028355341834,0.35439903907921017,0.32454896431864644
257,131,Lundin Mining,Mining,73.245,7.478,0.436,11587.86,64608.23,0.20393999999999998,61049.309,50.249,0.1563,8163.401,37606.0,0.12279999999999999,0.15814999999999999,-0.15819,Sweden,Large Cap,LUMI,5.222,2022-02-17,LUMI.ST,0.05148,9.247,2.168,1.623,0.08195000000000001,Q4-2021,Materials,0.21707708876243154,0.17935578795456864,0.04241950400693206,0.6965620255967393,0.47702979202758594,0.42710243738294207,0.5581429389226776
258,1573,Lyko,Personal Products,3.824,52.25,1.709,958.9,1254.5,0.11119,3505.99,39.031,0.12025999999999999,67.1,388.0,-0.25407,-0.11923,-0.18794,Sweden,First North,LYKO A,51.226,2022-02-10,LYKO-A.ST,,74.124,1.623,9.036,0.32639,Q4-2021,Food and Beverage,0.1729381443298969,0.7643682742128338,-0.06611540468407451,-1.540350079843184,0.32007857649801025,0.27329367803661164,0.39338959439435256
259,1566,MAG Interactive,Gaming,1.87,-19.908,0.616,270.772,476.597,0.040830000000000005,458.364,49.721,0.03329,-23.024,327.779,-0.3447,-0.45512,-0.56091,Sweden,First North,MAGI,29.907,2022-01-19,MAGI.ST,,42.011,1.381,1.398,0.06999,Q1-2022,Consumer Durables,-0.07024244994340699,0.568136182141306,-0.13731752875030157,-2.5069412876991595,0.4577776140082461,0.43244064676718214,0.5020205082824787
260,1354,Maha Energy,Oil & Gas -Exploration,7.867,-7.564,0.306,352.978,1641.461,0.05635,1652.081,54.319,-0.01703,-218.423,836.877,0.133,0.11741,-0.07507,Sweden,Small Cap,MAHA A,31.1,2021-11-22,MAHA-A.ST,,-107.143,3.386,1.974,0.38512,Q3-2021,Energy,-0.26099773323917375,0.21503891959662763,0.01516231112964872,0.2638925684449743,0.4836970568173658,0.4424557339458003,0.5265964014941545
261,318,MedCap,Pharmaceuticals,2.862,42.667,0.783,583.8,1169.5,0.16119,2197.359,42.56,0.13831,51.5,696.0,-0.16063,-0.27433,-0.24975000000000003,Sweden,Mid Cap,MCAP,18.533,2022-02-10,MCAP.ST,0.0,22.761,2.339,3.157,0.08157,Q4-2021,Health Care,0.07399425287356322,0.499187687045746,0.07122929685780255,1.4607038438188253,0.3821014634103917,0.34876805326684956,0.4469265223482855
262,1977,Media and Games,Gaming,15.052,-2.443,0.246,2529.779,9102.354,0.04852,5184.915,56.817,0.03655,-2122.607,3052.44,-0.33063000000000003,-0.38472,-0.19065000000000001,Sweden,First North,M8G,11.691,2021-11-15,M8G.ST,,40.27,2.05,1.699,1.75787,Q3-2021,Consumer Durables,-0.6953804169778931,0.27792579809574536,0.00814604936881591,0.15498423349440782,0.5564444531900533,0.5354411687469197,0.48172497299595457
263,1459,Medicover,Healthcare Facilities,31.302,-25.089,0.818,4151.45,17701.99,0.12478,30825.308,48.536,0.18111,-1228.619,5439.976,-0.25771,-0.19804,0.05087,Sweden,Large Cap,MCOV B,21.47,2022-02-11,MCOV-B.ST,0.00617,28.811,2.129,5.666,0.51616,Q4-2021,Health Care,-0.2258500772797527,0.23451883093369724,-0.014291532076613156,-0.2676142981688074,0.4267796004959812,0.3830709705415433,0.48945088499462586
264,136,Medivir,Biotechnology,0.939,-8.457,0.076,-37.6,335.8,-0.22225999999999999,411.84,46.719,-0.22448,-48.7,281.1,-0.28177,-0.24125,-0.07253,Sweden,Small Cap,MVIR B,-3.07,2022-02-15,MVIR-B.ST,,-6.527,11.536,1.465,0.7535200000000001,Q4-2021,Health Care,-0.17324795446460334,-0.11197141155449672,-0.00989848781142777,-0.18129966983264387,0.404796349165185,0.35217971209316545,0.5003932958436986
265,137,Mekonomen,Auto & Equipment,17.124,5.91,0.93,5843.0,13229.0,0.10028000000000001,6063.583,41.08,0.10939,1026.0,5229.0,-0.32242,-0.39175,0.01509,Sweden,Mid Cap,MEKO,9.315,2022-02-11,MEKO.ST,0.02788,10.601,0.483,1.16,0.08497,Q4-2021,Consumer Durables,0.1962134251290878,0.44168115503817373,-0.09588631056911534,-2.5756340691478057,0.3961362698035222,0.3331847731004587,0.341202410355133
266,1854,Mentice,Medical Equipment,0.974,-42.303,0.707,155.071,261.904,-0.14688,1312.757,58.882,-0.21325,-31.032,136.887,-0.48544,-0.60448,-0.43796,Sweden,First North,MNTC,-66.665,2022-02-03,MNTC.ST,,-43.842,6.901,9.59,0.06781,Q4-2021,Health Care,-0.22669793333187227,0.5920909951738041,-0.020519257541102842,-0.3480029471032698,0.5796190759161999,0.5379425008701164,0.540403761916956
267,251,Micro Systemation,Electronic Equipment,3.147,93.943,1.613,240.8,206.5,1.71042,939.428,53.509,0.38326,10.0,90.8,0.26289,-0.0121,0.44543,Sweden,Small Cap,MSAB B,19.942,2022-01-27,MSAB-B.ST,,26.05,2.821,10.346,0.09433,Q4-2021,Technology,0.11013215859030838,1.1661016949152543,0.06035004480986306,1.0927755503133927,0.5277959210865428,0.46383153035946434,0.5061581922396803
268,141,Midsona B,Health Products,3.155,-9.857,0.714,1015.0,5287.0,0.03583,2355.934,46.282,0.03096,-239.0,2875.0,-0.33402,-0.5384599999999999,-0.59701,Sweden,Mid Cap,MSON B,23.552,2022-02-04,MSON-B.ST,,24.676,0.624,0.819,0.03121,Q4-2021,Food and Beverage,-0.08313043478260869,0.19198032910913562,-0.06562626212104594,-1.212214279345369,0.37051501971471396,0.32940872359900286,0.4961784708708648
269,1721,Midsummer,Solar Energy,2.297,-5.947,0.202,26.862,404.428,-0.41151000000000004,677.41,72.353,-0.7087399999999999,-113.9,173.071,-0.35149,-0.23077000000000003,-0.08425,Sweden,First North,MIDS,-7.31,2021-11-01,MIDS.ST,,-4.824,6.247,3.914,0.26774000000000003,Q3-2021,Utilities,-0.6581114109238405,0.06641973354960586,0.3503405136456311,7.581710858985676,0.5738122767063907,0.45688839635945333,0.4235091399952443
270,2175,Mildef Group,IT Services,1.305,-6.384,0.581,210.1,808.2,-0.00573,1549.34,53.57,-0.00123,-242.7,568.2,-0.01226,-0.12298,-0.95301,Sweden,Small Cap,MILDEF,-511.117,2022-02-10,MILDEF.ST,0.01724,-2219.388,3.299,2.727,1.19658,Q4-2021,Technology,-0.4271383315733896,0.2599604058401386,-0.08367492849359837,-1.3807804551348375,0.5279874728868971,0.46589497281487546,0.5554057376260979
271,143,Millicom,Telecommunications,143.643,-1.401,0.305,28683.4,130952.398,0.06753,21167.14,32.262,0.21533000000000002,-15111.55,23701.0,-0.32018,-0.35223,-0.32520000000000004,Sweden,Large Cap,TIGO SDB,15.877,2022-02-11,TIGO-SDB.ST,,4.148,0.53,0.893,0.21873,Q4-2021,Telecom,-0.6375912408759123,0.21903684421265812,0.04517162810131192,1.3088810597400486,0.26317824299607934,0.22694761163009647,0.3163043784586021
272,913,Minesto,Renewable Energy,2.699,-22.844,0.068,28.879,568.607,-0.04641,1752.348,51.263,-0.0233,-76.708,546.298,-0.33,-0.24541000000000002,-0.36823999999999996,Sweden,First North,MINEST,-97.556,2021-08-19,MINEST.ST,,-125.791,42.087,3.208,0.30467,Q2-2021,Utilities,-0.1404142061658655,0.05078903355041356,-0.015323644939327252,-0.3822899672175326,0.5108210855506797,0.4599390346733806,0.3673743434503275
273,1421,Mips,Recreation & Sport,126.294,64.968,0.804,445.0,756.0,0.6612600000000001,17281.44,66.284,0.44194,266.0,577.0,-0.42257,-0.26462,-0.038599999999999995,Sweden,Large Cap,MIPS,51.652,2022-02-10,MIPS.ST,0.00758,67.771,28.423,29.951,0.46228,Q4-2021,Consumer Durables,0.4610051993067591,0.5886243386243386,-0.1591003211637556,-2.3451007112948,0.557221956875978,0.4754091825884488,0.6217978283944513
274,321,Misen Energy,Oil & Gas -Exploration,4.019,13.085,0.001,483.289,48.988,-109.0802,1291.105,186.738,2.1563499999999998,98.667,37.666,0.21585000000000001,1.96667,4.63291,Sweden,First North,MISE,4.141,2021-11-30,MISE.ST,,15.899,2.486,34.278,6.03244,Q3-2021,Energy,2.6195242393670686,9.865456846574672,-0.1492057355951476,-0.8260097886073522,1.4937478008070553,1.2585998767878057,1.6555411011269583
275,148,MTG B,Broadcasting & Publishing,57.424,-4.385,0.304,2583.0,17436.0,0.01425,13445.024,75.549,-0.04031,-3066.0,8002.0,0.20314,-0.07859,-0.14254,Sweden,Mid Cap,MTG B,78.272,2022-02-07,MTG-B.ST,,-29.813,2.534,1.68,0.61444,Q4-2021,Consumer Durables,-0.38315421144713824,0.1481417756366139,0.030739504690021735,0.35643154066012084,0.49889151289449507,0.3528900011371261,0.7904244770627584
276,1439,Munters,Installation,18.555,61.244,0.684,2354.0,10742.0,0.10407999999999999,10901.468,39.831,0.11757999999999999,178.0,4360.0,-0.11061,-0.27396,-0.16643,Sweden,Large Cap,MTRS,17.65,2022-02-04,MTRS.ST,0.014379999999999999,21.003,1.484,2.5,0.122,Q4-2021,Industrials,0.0408256880733945,0.21913982498603612,0.08166634719254517,2.0636127985501846,0.34925530940534755,0.3240830564048931,0.3627058506356531
277,140,Mycronic,Semiconductors,19.485,-71.11,0.755,2284.0,6136.0,0.27015,15999.638,36.681,0.20690999999999998,-225.0,3997.0,-0.18544,-0.33738999999999997,-0.25861999999999996,Sweden,Large Cap,MYCR,14.833,2022-02-09,MYCR.ST,0.01836,19.301,3.452,4.003,0.1536,Q4-2021,Technology,-0.05629221916437328,0.37222946544980445,-0.0042962273032054465,-0.12036197017694435,0.347409206406142,0.30494961221823963,0.3271429803073496
278,1941,Nanoform,Pharmaceuticals,1.162,-15.078,0.015,13.794,1071.973,-1.36983,3586.856,37.144,-0.20171,-237.892,939.411,-0.31887,-0.30645,-0.42433,Sweden,First North,NANOFS,-14.103,2021-11-25,NANOFS.ST,,-17.376,230.102,3.818,,Q3-2021,Health Care,-0.25323527188844924,0.012867861410688516,0.0069617787783765595,0.15087185386927426,0.35840877029874807,0.32340276417709646,0.42291358401535417
279,1695,NCAB Group,Semiconductors,27.527,-22.131,1.21,987.5,2661.0,0.28445,11676.276,71.526,0.3678,-527.6,773.5,-0.2797,0.09561,0.85863,Sweden,Large Cap,NCAB,32.053,2022-02-17,NCAB.ST,0.00961,41.029,3.612,15.095,0.7943399999999999,Q4-2021,Technology,-0.6820943762120233,0.3711010898158587,0.009184609670646604,0.11783919485075826,0.6429354966337252,0.5940108732928209,0.7143492298579748
280,151,NCC B,Construction & Infrastructure,35.98,7.368,1.816,4520.0,29421.0,0.17484000000000002,13977.4,25.033,0.25804,1897.0,5844.0,-0.19387000000000001,-0.16025999999999999,-0.08646000000000001,Sweden,Large Cap,NCC B,9.265,2022-02-02,NCC-B.ST,0.04655,9.197,0.262,2.392,0.030539999999999998,Q4-2021,Industrials,0.32460643394934974,0.15363175962747697,-0.008838558948427777,-0.3565411713558143,0.23157894239104457,0.20532535036092525,0.2272016174820876
281,152,Nederman,Installation,1.122,15.211,0.855,1523.3,4729.0,0.16216,6067.629,56.911,0.17777,398.9,1717.4,-0.17618999999999999,-0.14356,0.33077,Sweden,Mid Cap,NMAN,15.549,2022-02-15,NMAN.ST,0.02023,19.874,1.501,3.533,0.11284000000000001,Q4-2021,Industrials,0.23226971002678465,0.3221188411926411,0.07930071509493741,1.3523588402308593,0.4605884728300281,0.43823117995382654,0.5374335846019126
282,48,Nelly Group,Clothing & Footwear,1.463,-109.869,1.587,638.7,899.9,-0.14124,461.45,51.332,-0.23385999999999998,-4.2,204.4,-0.14846,-0.25522,-0.28917000000000004,Sweden,Small Cap,NELLY,-15.035,2022-02-04,NELLY.ST,,-9.396,0.323,2.258,0.37368,Q4-2021,Consumer Durables,-0.02054794520547945,0.7097455272808091,-0.021877099754366025,-0.4656379059871632,0.4349230626389877,0.38100570156468866,0.43060697731617215
283,1081,Nepa,IT Services,1.285,23.058,1.647,230.889,172.798,2.50231,548.837,42.953,0.35093,23.802,92.378,-0.27292,-0.23799,0.9497199999999999,Sweden,First North,NEPA,13.572,2021-11-19,NEPA.ST,,16.93,1.849,5.941,0.24193,Q3-2021,Technology,0.2576587499188118,1.3361786594752254,-0.05214221367256233,-1.0518860926657654,0.4945569939871056,0.41663035197445303,0.4543184717872351
284,154,Net Insight,Communications,22.968,11.627,0.459,228.384,828.623,0.08163999999999999,1306.276,87.629,0.03682,112.348,646.528,-0.38756999999999997,0.05678,0.61058,Sweden,Small Cap,NETI B,36.812,2022-02-22,NETI-B.ST,,53.945,3.431,2.02,-0.03914,Q4-2021,Technology,0.1737712829142744,0.2756187071804668,-0.1967829481865293,-2.717861177914624,0.6623513089064772,0.540375671864212,0.6635900044263932
285,2281,Netel Holding,Telecom Services,1.191,-30.252,1.134,863.0,2133.0,0.09722,2026.91,31.025,0.07245,-67.0,911.0,-0.08245,-0.81553,-0.95301,Sweden,Mid Cap,NETEL,18.61,2022-02-16,NETEL.ST,,30.713,0.837,2.225,0.41165,Q4-2021,Telecom,-0.07354555433589462,0.4045944678856071,-0.012592462877932031,-0.3709902274838017,0.3109243477319409,0.3123507950429345,0.3110912905465391
286,155,New Wave,Clothing & Footwear,25.759,8.059,0.877,3229.3,7660.6,0.18055,8810.483,53.014,0.16646,1093.2,4566.7,-0.20858000000000002,-0.022090000000000002,0.91631,Sweden,Mid Cap,NEWA B,9.821,2022-02-10,NEWA-B.ST,0.032,11.588,1.311,1.929,0.061509999999999995,Q4-2021,Consumer Durables,0.23938511397727025,0.4215466151476386,0.17209892462675125,3.751175189818292,0.45642733602075697,0.42041662464891283,0.42048494629801075
287,371,Nexam Chemical,Chemicals,1.044,313.253,0.772,84.909,284.333,-0.023860000000000003,545.374,43.568,-0.023889999999999998,1.741,228.08,-0.36415,-0.54305,-0.48154,Sweden,First North,NEXAM,-118.537,2022-01-26,NEXAM.ST,,-98.972,2.48,2.391,0.13608,Q4-2021,Materials,0.007633286566117152,0.29862520354654576,-0.037464308524589596,-0.9151650394504388,0.3892899656867489,0.36095100266068414,0.37519577840562557
288,156,NIBE Industrier,Installation,349.87,117.518,0.711,10204.0,43394.0,0.14947,147132.497,43.591,0.1533,1252.0,21657.0,-0.40907,-0.39586,0.09374,Sweden,Large Cap,NIBE B,34.178,2022-02-17,NIBE-B.ST,0.00685,44.319,4.772,6.794,0.13191,Q4-2021,Industrials,0.05781040772036755,0.23514771627413927,-0.08357465550873266,-1.718806662794677,0.37781197484315926,0.34878592045370527,0.44564312361450964
289,758,Nilörngruppen,Packaging,1.987,14.192,1.418,364.131,556.069,0.55932,952.067,49.159,0.31423,67.085,278.259,0.04375,0.20839,0.5725,Sweden,Small Cap,NIL B,7.624,2022-02-09,NIL-B.ST,0.05988,10.889,1.208,3.422,0.3592,Q4-2021,Materials,0.24108833856227468,0.6548306055543467,0.07975554360797688,1.790371128483937,0.41670456476145745,0.3410251483155849,0.40827938952008697
290,2075,Nimbus,Auto & Equipment,1.986,3017.801,1.186,292.972,1227.495,0.29308,1131.675,34.877,0.21982,0.375,605.085,-0.21977,-0.24645,-0.05806,Sweden,First North,BOAT,6.645,2022-02-22,BOAT.ST,0.02568,8.508,0.772,1.87,0.9419,Q4-2021,Consumer Durables,0.0006197476387614963,0.23867469928594415,0.029315292827192474,0.7100522901468017,0.3569029574213536,0.32635695637999723,0.37839339514736614
291,2326,Nivika Fastigheter,Real Estate,2.491,-1.483,0.041,261.017,8975.616,0.02323,3955.56,31.646,0.19442,-2668.057,2994.678,-0.68206,-0.81553,-0.95301,Sweden,Mid Cap,NIVI B,46.117,2022-01-28,NIVI-B.ST,,6.794,10.799,1.321,0.64007,Q1-2022,Financials,-0.8909328482060508,0.02908067813952825,-0.0041774211742307,-0.1272956209203376,0.3079152409702861,0.2937009696311391,0.3007699495429386
292,157,Nobia,Home Furnishings,21.369,10.015,1.291,5278.0,10629.0,0.15184,6729.979,34.682,0.14340999999999998,672.0,4923.0,-0.24938,-0.43137000000000003,-0.35635,Sweden,Mid Cap,NOBI,8.666,2022-02-01,NOBI.ST,0.06326,9.452,0.491,1.367,0.05394,Q4-2021,Consumer Durables,0.1365021328458257,0.4965659986828488,-0.09691017441367644,-2.8437859906385548,0.3182658346671799,0.2760976019615659,0.312328854086749
293,249,Nokia,Communications,53.374,32.983,0.554,91255.219,413706.188,0.10152,282790.877,27.714,0.09294000000000001,8573.9,179328.797,-0.060110000000000004,-0.0542,0.49106,Sweden,Large Cap,NOKIA SEK,10.547,2022-02-03,NOKIA-SEK.ST,0.01665,16.805,1.233,1.577,0.10372999999999999,Q4-2021,Technology,0.0478110607076676,0.2205797777431359,-0.022782266092960968,-0.7103428875846316,0.2895818329942697,0.26322538635992687,0.29394665787001606
294,158,Nolato,Chemicals,28.638,50.976,1.155,1817.0,10055.0,0.24258,22735.419,34.962,0.24329,446.0,4768.0,-0.21561,-0.16103,0.14054,Sweden,Large Cap,NOLA B,17.501,2022-02-07,NOLA-B.ST,0.02251,19.535,1.958,4.768,0.15788,Q4-2021,Materials,0.09354026845637584,0.1807061163600199,0.05359319923445882,1.5201838771336695,0.30773569721660843,0.2895046549296246,0.32311208653236073
295,159,Nordea Bank,Banks,673.288,2.278,0.017,71354.398,5931671.0,0.009439999999999999,407706.206,22.139,0.11356999999999999,179004.797,348431.188,-0.05897,0.00993,0.35706000000000004,Sweden,Large Cap,NDA SE,7.942,2022-02-03,NDA-SE.ST,0.06919,10.484,4.075,1.17,0.03295,Q4-2021,Financials,0.5137450468412144,0.01202939239212694,-0.00638916599413375,-0.26313188498941165,0.21816833486678874,0.19536107880680137,0.22254115495682983
296,1794,Nordic Entertainment B,Broadcasting & Publishing,63.222,33.774,0.648,3199.0,19527.0,0.09659000000000001,24317.02,41.962,0.03905,720.0,8323.0,-0.31111,-0.39747,-0.19229,Sweden,Large Cap,NENT B,38.845,2022-02-08,NENT-B.ST,,73.191,1.921,2.922,0.22434,Q4-2021,Consumer Durables,0.08650726901357683,0.1638244481999283,0.008097759002090088,0.16359337802244628,0.3727317723588926,0.337407241650387,0.4536686513251938
297,2008,Nordic Paper,Forest & Wood Products,1.779,-5.179,0.948,1697.0,3252.0,0.10822,2154.47,37.961,0.24658000000000002,-416.0,584.0,-0.18066,-0.18994,-0.27182,Sweden,Mid Cap,NPAPER,16.69,2022-01-28,NPAPER.ST,0.062110000000000005,14.961,0.689,3.689,0.38442,Q4-2021,Materials,-0.7123287671232876,0.5218327183271833,-0.055184173546818704,-1.2737612433298173,0.33513583296670657,0.32477912352189525,0.3970691583939115
298,1322,Nordic Waterproofing,Construction Supplies,6.865,-66.335,1.16,1041.1,3157.8,0.16969,3834.173,50.213,0.17712,-57.8,1451.0,-0.27636,-0.19023,0.054299999999999994,Sweden,Mid Cap,NWG,11.819,2022-02-08,NWG.ST,0.03769,14.867,1.047,2.642,0.10274,Q4-2021,Industrials,-0.03983459682977257,0.329691557413389,-0.033269186162065645,-0.826524125109773,0.41987750906493726,0.36841231575168265,0.3689149760195923
299,2279,Nordisk Bergteknik,Mining - Service,3.932,-7.957,0.857,1176.3,2237.7,0.08928000000000001,1117.984,73.589,0.046150000000000004,-140.5,947.3,-0.024390000000000002,-0.81553,-0.95301,Sweden,Mid Cap,NORB B,13.039,2022-02-17,NORB-B.ST,,25.012,0.573,1.18,0.69986,Q4-2021,Materials,-0.14831626728597067,0.5256736827993029,0.03336493940472396,0.4706484335872815,0.7201703058783523,0.637624598480327,0.6497306671749825
300,161,Nordnet,Retail & Mortgage Banks,53.373,25.418,0.016,2710.9,232544.203,0.010740000000000001,35887.5,40.094,0.33133,1411.9,5990.1,-0.16492,-0.01543,-0.05683,Sweden,Large Cap,SAVE,14.641,2022-02-03,SAVE.ST,0.03873,18.165,9.891,5.991,0.38425,Q4-2021,Financials,0.2357055808751106,0.011657568604279505,0.05675306161557736,1.350300487246216,0.3584298174524574,0.3448946286052097,0.3852108522959505
301,2327,Norva24,Installation,7.591,,,,,,4226.098,47.266,,,,-0.68206,-0.81553,-0.95301,Sweden,Mid Cap,NORVA,,,NORVA.ST,,,,,,Q4-2020,Industrials,,,-0.0008568871941454503,-0.01702840602432718,0.47265999999999997,0.3790477728090277,0.4612
302,162,NOTE,Semiconductors,30.076,-34.422,1.274,354.0,2074.0,0.28298,4887.864,69.141,0.2425,-142.0,800.0,-0.1381,0.40857,1.28304,Sweden,Mid Cap,NOTE,20.537,2022-01-28,NOTE.ST,,25.095,1.849,6.11,0.86847,Q4-2021,Technology,-0.1775,0.17068466730954676,0.027737472442790567,0.3879718079450503,0.5260934882573264,0.47766916277902355,0.6552489869255774
303,164,Novotek,IT Services,1.104,13.772,1.226,223.9,318.8,0.6338,538.48,50.393,0.24119,39.1,163.2,-0.29248,-0.18065,0.11404,Sweden,Small Cap,NTEK B,8.63,2022-02-17,NTEK-B.ST,0.029529999999999997,13.564,1.376,3.3,0.14429,Q4-2021,Technology,0.23958333333333337,0.7023212045169385,0.0022162739988728086,0.04293503535898118,0.48280155767014016,0.42890060106691713,0.47309817149004074
304,441,NP3 Fastigheter,Real Estate,23.875,-4.994,0.066,912.0,18718.0,0.05077,13339.025,48.212,0.29957,-2671.0,6743.0,-0.3,0.13689,0.89335,Sweden,Large Cap,NP3,27.529,2022-02-11,NP3.ST,0.01755,6.603,10.775,1.978,0.40189,Q4-2021,Financials,-0.39611448909980723,0.048723154183139224,0.023301107841608326,0.4514835893457017,0.4100107785903304,0.3955658495865375,0.47301427108456134
305,1750,Nyfosa,Real Estate,34.396,-4.945,0.06,1651.0,40626.0,0.04382,23055.032,39.565,0.18022,-4662.0,17268.0,-0.26228,-0.08605,0.4997,Sweden,Large Cap,NYF,28.605,2022-02-17,NYF.ST,0.03084,7.408,9.376,1.335,0.27326,Q4-2021,Financials,-0.26997915218902013,0.040638999655393096,0.038271443166937646,0.9274203926368818,0.3239606312783366,0.30364482748975474,0.3782142093490939
306,166,Oasmia Pharmaceutical,Pharmaceuticals,3.594,4.57,0.314,210.254,693.303,-0.02913,682.195,74.705,-0.04237,149.282,552.069,-0.33384,-0.45466,-0.53328,Sweden,Mid Cap,OASM,-38.923,2021-11-18,OASM.ST,,-29.203,3.131,1.236,-0.20898,Q3-2021,Health Care,0.2704046052214488,0.3032642293484955,0.03876174307722924,0.7961923437249874,0.5628623178441042,0.47603248596171827,0.44619525198847726
307,168,OEM International,Industrial Components,5.415,40.393,1.837,1372.0,2054.0,0.42251,10704.232,51.772,0.33261,265.0,1374.0,-0.21106999999999998,-0.04938,0.3791,Sweden,Mid Cap,OEM B,18.426,2022-02-17,OEM-B.ST,0.03896,23.423,2.833,7.791,0.031120000000000002,Q4-2021,Industrials,0.19286754002911208,0.667964946445959,-0.01552733640737003,-0.2755638333687097,0.4757633366436974,0.43508407505572655,0.5164334779202306
308,343,Ogunsen,Outsourcing,0.72,13.224,2.964,156.2,131.2,1.5575999999999999,420.51,38.31,0.38473,31.8,68.1,-0.10984999999999999,0.08714000000000001,0.60736,Sweden,First North,OGUN B,11.071,2021-11-12,OGUN-B.ST,0.050890000000000005,16.051,1.078,6.175,0.10717,Q3-2021,Industrials,0.46696035242290757,1.190548780487805,-0.06451012429620118,-2.2412028366058543,0.3672783841803792,0.298203357992431,0.26380702616462104
309,1406,Oncopeptides,Biotechnology,36.315,-0.427,0.269,65.174,439.376,,647.503,265.538,-6.7800400000000005,-1516.73,210.868,-0.21533000000000002,-0.81553,-0.95301,Sweden,Mid Cap,ONCO,-0.201,2022-02-17,ONCO.ST,,-0.453,5.474,3.071,-0.53591,Q4-2021,Health Care,-7.192793595993702,0.148333090564801,0.06983663826667608,0.32778713192741493,2.067301556315854,1.0815317726283855,1.9526799557778884
310,325,Online Brands Nordic,Accessories,1.829,606.665,0.894,99.2,163.8,0.15871000000000002,667.332,52.957,0.07226,1.1,128.7,0.06032,0.16376000000000002,-0.10695,Sweden,First North,OBAB,58.362,2022-02-17,OBAB.ST,,69.583,4.555,5.185,24.710250000000002,Q4-2021,Consumer Durables,0.008547008547008548,0.6056166056166056,0.12254423313490215,2.489674215819564,1.200027457984072,0.7577733973809685,0.451117837629326
311,474,OptiCept Technologies,Farming,4.949,-31.241,0.033,-5.092,445.11,-0.12061999999999999,974.35,61.449,-0.10359,-31.188,410.629,-0.41235999999999995,-0.25608000000000003,-0.1382,Sweden,First North,OPTI,-21.421,2022-02-09,OPTI.ST,,-21.076,63.106,2.373,10.33547,Q4-2021,Food and Beverage,-0.075951771550475,-0.011439868796477274,-0.04256586564713183,-0.731898121782642,0.6374500281655683,0.5626624608711567,0.5330285610631232
312,170,Orexo,Pharmaceuticals,2.907,-2.566,0.444,486.1,1273.7,-0.54982,723.377,60.366,-0.6393,-281.9,349.6,-0.43492,-0.41296,-0.54498,Sweden,Mid Cap,ORX,-3.595,2022-01-27,ORX.ST,,-3.201,1.28,2.069,0.03309,Q4-2021,Health Care,-0.8063501144164759,0.3816440292062495,-0.17522081229092457,-3.225079798687514,0.47046302093019954,0.3999552676592738,0.497949003296964
313,385,Oscar Properties,Real Estate,2.326,-0.338,0.029,78.1,5661.1,0.0659,1162.639,51.117,0.12734,-3439.4,1702.5,-0.31115,-0.37889,-0.19343,Sweden,Small Cap,OP,14.856,2021-10-28,OP.ST,,3.393,7.159,0.683,1.5561500000000001,Q3-2021,Financials,-2.020205580029369,0.01379590538941195,0.009976374760305107,0.16792780469960036,0.6748190878319358,0.583505196292341,0.5444898488624603
314,1698,Ovzon,Telecom Services,4.126,-6.856,0.103,24.6,1853.318,-0.08288999999999999,2407.578,57.605,-0.05782,-351.184,1450.268,0.02605,-0.12026999999999999,-0.34694,Sweden,Mid Cap,OVZON,-20.507,2022-02-18,OVZON.ST,,-28.712,11.924,1.66,0.39414,Q4-2021,Telecom,-0.24215110586457125,0.013273491111617111,-0.09810880712087355,-1.5023912878526204,0.5250509691245997,0.5091814729231894,0.5985005885062468
315,2207,OX2,Wind Energy,12.033,23.197,1.181,594.651,3646.0,-0.38281,12018.044,51.333,0.07986,518.075,2130.0,-0.21809,-0.20682999999999999,-0.95301,Sweden,First North,OX2,43.723,2021-10-26,OX2.ST,,70.65,2.79,5.642,,Q3-2021,Utilities,0.24322769953051646,0.16309681843115742,-0.05449007228696057,-1.214157941759699,0.4489575338473549,0.41173742361178495,0.41132190844415334
316,2286,Pagero Group,IT Services,0.601,-15.968,0.394,448.897,1020.398,-0.17412,2004.886,54.732,-0.33994,-125.558,376.717,-0.30481,-0.81553,-0.95301,Sweden,First North,PAGERO,-19.056,2021-11-23,PAGERO.ST,,-15.657,4.021,5.322,,Q3-2021,Technology,-0.33329528532028024,0.4399234416374787,0.009108179217643841,0.10161954525029768,0.5483339907945274,0.5119576436643768,0.821474266692889
