,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Yield,P/E,P/S,P/B,Asset Growth,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
132,1930,Electrolux Professional B,Consumer Electronics,22.246,-13.251,0.741,2653.0,10609.0,0.12633,14973.384,39.288,0.13816,-1130.0,3525.0,-0.15696,-0.20881,0.13905,Sweden,Large Cap,EPRO B,28.249,2022-01-28,EPRO-B.ST,0.0096,30.747,1.905,4.248,0.45051,Q4-2021,Consumer Durables,-0.32056737588652484,0.25007069469318505,0.06885164979471403,1.7067700662104563,0.35882599289228523,0.34104117511472287,0.36972513539262214
133,71,Elekta,Medical Equipment,129.227,133.468,0.507,5277.0,27577.0,0.14846,30831.196,32.628,0.1206,231.0,8947.0,-0.23338,-0.34703,-0.32567,Sweden,Large Cap,EKTA B,20.096,2022-02-24,EKTA-B.ST,0.027370000000000002,28.459,2.206,3.446,0.08298,Q3-2022,Health Care,0.02581871018218397,0.19135511476955433,0.02063165617149809,0.49050868050644747,0.2882868532631777,0.2596904731739115,0.3855023565355642
134,72,Elos Medtech,Medical Equipment,0.991,115.257,0.642,255.5,1126.4,0.13289,2259.04,92.944,0.11917,19.6,634.4,-0.15152,0.11111,1.4137899999999999,Sweden,Mid Cap,ELOS B,24.929,2022-02-24,ELOS-B.ST,0.0,29.882,3.122,3.561,0.12415,Q4-2021,Health Care,0.030895334174022702,0.2268288352272727,-0.016789370143537208,-0.22942034128838903,0.8596287471492355,0.680485906296959,0.6707213416327066
135,596,Eltel,Installation,0.603,10.097,1.288,929.455,6654.94,0.050789999999999995,2066.592,29.449,0.01887,204.67,2323.11,-0.17396999999999999,-0.36993000000000004,-0.51201,Sweden,Mid Cap,ELTEL,21.965,2022-02-17,ELTEL.ST,,45.564,0.241,0.89,-0.06865,Q4-2021,Industrials,0.08810172570390554,0.13966391883322765,0.02467137714063139,1.136699734833259,0.2504909903479932,0.221840664497141,0.19892404261417537
136,2105,Embellence,Home Furnishings,1.081,44.863,1.074,350.4,594.7,0.32803,744.72,41.331,0.18692,16.6,270.7,0.026549999999999997,-0.2666,-0.95301,Sweden,First North,EMBELL,11.143,2021-10-25,EMBELL.ST,,14.718,1.165,2.751,,Q3-2021,Consumer Durables,0.061322497229405255,0.5892046409954598,-0.13028448197647635,-3.7758050480311627,0.3479641595051433,0.3090354894943746,0.3162443468031432
137,1374,Embracer,Gaming,459.365,-14.641,0.236,12294.5,60230.5,-0.04662,83068.131,51.978,-0.05847,-5673.7,42031.602,-0.16357,-0.24985,-0.3422,Sweden,First North,EMBRAC B,-38.121,2022-02-17,EMBRAC-B.ST,,-31.229,5.014,1.976,1.47261,Q3-2022,Consumer Durables,-0.13498652751803275,0.20412415636596076,0.013174941574155774,0.22332581300577822,0.46262391204360326,0.4466898603334827,0.5406913444316208
138,1576,Enad Global 7,Gaming,5.897,-1.174,0.206,734.7,6270.6,0.0095,2265.068,103.879,-0.02275,-1929.5,4435.7,-0.10189999999999999,-0.56007,-0.7475700000000001,Sweden,First North,EG7,43.98,2021-11-25,EG7.ST,,-22.451,1.591,0.511,4.67938,Q3-2021,Consumer Durables,-0.434993349414974,0.11716582145249259,-0.11605185963820597,-1.2724155209255807,0.8252989908278224,0.6764835713043821,0.835916290844386
139,73,Enea,IT Consulting,5.835,-20.476,0.322,649.7,3033.3,0.09801,3769.656,46.474,0.11278,-184.1,1776.0,-0.2515,-0.22143000000000002,-0.23509,Sweden,Mid Cap,ENEA,19.893,2022-02-02,ENEA.ST,,18.807,3.769,2.123,0.29961,Q4-2021,Technology,-0.1036599099099099,0.21418916691392215,-0.09978132484127455,-1.899376464942282,0.40343696630997355,0.373811222558297,0.48147956181189516
140,75,EnQuest,Oil & Gas -Exploration,12.663,1.226,0.239,1888.522,36648.371,0.03896,5431.461,58.468,-1.64666,4430.891,370.941,0.21109999999999998,-0.08397,0.2,Sweden,Mid Cap,ENQ,23.725,2021-09-02,ENQ.ST,,-7.824,0.619,14.642,-0.00313,Q2-2021,Energy,11.945002035364114,0.051530857947274106,-0.10543784181376248,-1.6661459101428806,0.5667159261741977,0.5421015854697484,0.579993490705639
141,484,Enzymatica,Health Products,1.063,-14.537,0.365,33.352,157.04,-0.47892,610.588,56.298,-0.36323,-42.002,124.972,-0.57026,-0.59943,-0.7215900000000001,Sweden,First North,ENZY,-12.854,2022-02-17,ENZY.ST,,-13.455,10.667,4.886,-0.03079,Q4-2021,Food and Beverage,-0.3360912844477163,0.21237901171676005,0.01251121060371363,0.1981392197216257,0.6333631274929553,0.5078757932819036,0.5787200505543755
142,291,Eolus Vind,Wind Energy,12.379,-17.964,1.387,171.0,1885.0,-0.0336,1796.43,66.241,-0.015029999999999998,-100.0,984.0,-0.47005,-0.6395000000000001,-0.63913,Sweden,Mid Cap,EOLU B,-54.297,2022-02-18,EOLU-B.ST,0.02146,-94.562,0.676,1.826,0.042460000000000005,Q4-2021,Utilities,-0.1016260162601626,0.09071618037135279,-0.16224015657227298,-2.370864118339017,0.5453527367721457,0.4850110906607459,0.6271787509904152
143,1712,Epiroc B,Industrial Machinery,77.695,45.258,0.816,15453.0,48583.0,0.35479,187097.867,30.155,0.27372,4134.0,25729.0,-0.15696,-0.0697,-0.09457,Sweden,Large Cap,EPI B,20.655,2022-01-26,EPI-B.ST,0.019459999999999998,26.34,4.719,7.272,0.10703,Q4-2021,Industrials,0.16067472501846167,0.3180742234938147,-0.08494221405295388,-2.824455230295622,0.27263654346315447,0.2640645586962171,0.27563129443128864
144,293,Episurf Medical,Medical Equipment,3.063,-9.567,0.024,2.1,270.6,-3.73118,633.327,75.478,-0.27413,-66.2,252.8,-0.35747,-0.14132,-0.19335999999999998,Sweden,Small Cap,EPIS B,-5.74,2022-02-11,EPIS-B.ST,,-9.14,91.787,2.505,0.45954999999999996,Q4-2021,Health Care,-0.26186708860759494,0.007760532150776053,-0.05871924995988809,-1.0234812482771285,0.5946181701718367,0.5021283707758409,0.5258238158152546
145,1874,EQT,Holding Companies,358.522,-95.519,0.41,12040.7,40087.602,0.29793,282365.107,47.469,0.30887,-2956.1,30312.9,-0.44957,-0.34593,0.19545,Sweden,Large Cap,EQT,31.252,2022-01-19,EQT.ST,0.00987,29.665,17.177,9.315,1.31487,Q4-2021,Financials,-0.09751953788651035,0.3003596972450485,-0.038078765864933084,-0.771409673555436,0.4250428025167885,0.4028743054773235,0.4524154490889112
146,77,Ericsson B,Communications,901.456,15.783,0.76,100749.0,305614.0,0.25503,302741.002,35.847,0.2119,19182.0,107099.0,-0.05377,-0.10718,-0.12566,Sweden,Large Cap,ERIC B,7.456,2022-01-25,ERIC-B.ST,0.027530000000000002,13.32,1.303,2.827,0.12553,Q4-2021,Technology,0.17910531377510527,0.32966094485200287,0.09430538608350914,3.4753153060610686,0.30066133138195744,0.2351975439495103,0.2487035172987102
147,1470,Essity B,Personal Products,429.926,67.795,0.696,35093.0,175050.0,0.10622999999999999,171792.853,22.566,0.12583,2534.0,59874.0,-0.18711,-0.11664999999999999,-0.0556,Sweden,Large Cap,ESSITY B,17.215,2022-01-26,ESSITY-B.ST,0.02862,19.928,1.41,2.869,0.13195,Q4-2021,Food and Beverage,0.042322209974279316,0.20047415024278778,-0.04410759820731969,-2.2405471950964047,0.1911000023039637,0.17369647417149714,0.18042593162072984
148,750,Evolution,Gambling & Casinos,1409.047,44.408,0.274,8934.916,40474.801,0.21019,204441.494,65.114,0.18972999999999998,4603.689,33090.148,-0.22097999999999998,-0.33613,-0.12244,Sweden,Large Cap,EVO,29.604,2022-02-09,EVO.ST,0.015489999999999999,32.563,18.446,6.178,0.2316,Q4-2021,Consumer Durables,0.1391256696706222,0.22075256157528728,-0.025788532633028605,-0.30215763933807693,0.5768247831967551,0.5146381439028479,0.7822268079111249
149,79,eWork,IT Consulting,1.058,34.669,3.541,483.569,3724.151,2.26946,1844.68,39.443,0.4926,53.208,198.917,-0.056440000000000004,-0.061399999999999996,0.07538,Sweden,Small Cap,EWRK,15.187,2022-02-10,EWRK.ST,0.04673,18.826,0.14,9.274,0.10752,Q4-2021,Technology,0.2674884499565145,0.12984677581548118,0.11832952125348695,3.273439463723106,0.34810566439793267,0.31008594912556486,0.3313053405149869
150,1355,ExpreS2ion Biotech,Biotechnology,7.688,-11.121,0.089,6.634,159.428,-5.77375,573.215,83.547,-0.32358,-51.542,145.988,-0.60259,-0.65957,-0.5067,Sweden,First North,EXPRS2,-8.723,2021-11-15,EXPRS2.ST,,-10.754,39.323,3.926,2.71488,Q3-2021,Health Care,-0.3530564155958024,0.041611260255413104,0.05751516011299662,0.7679208225273295,0.8506798098914352,0.7686783681153537,0.6864446622449331
151,1968,Exsitec,IT Consulting,4.127,-7.642,0.973,419.364,551.117,-0.01771,2043.671,68.614,-0.09558,-267.432,230.862,-0.28321999999999997,-0.15683999999999998,0.38103000000000004,Sweden,First North,EXS,-435.931,2022-02-08,EXS.ST,0.00936,-92.064,3.82,8.852,1.54102,Q4-2021,Technology,-1.158406320659095,0.7609346109809714,-0.004450576043472543,-0.06453337367032251,0.5778858663818055,0.5261956578912517,0.6320792001224405
152,80,Fabege,Real Estate,80.683,-29.603,0.034,2176.0,87988.0,0.02476,43249.877,30.2,0.11967,-1461.0,45174.0,-0.1624,-0.15672,0.11609,Sweden,Large Cap,FABG,34.277,2022-02-07,FABG.ST,0.030590000000000003,7.817,14.656,0.957,0.11144,Q4-2021,Financials,-0.03234161243192987,0.02473064508796654,0.01231414581249235,0.416308349644867,0.2749475355142662,0.2624817688013628,0.27109956047054007
153,81,Fagerhult,Construction Tools,4.743,19.203,0.552,2545.0,12632.5,0.07266,9426.668,33.173,0.13912000000000002,490.9,6055.1,-0.18154,-0.335,0.13191,Sweden,Mid Cap,FAG,18.963,2021-10-29,FAG.ST,0.009399999999999999,11.124,1.353,1.557,-0.022029999999999998,Q3-2021,Industrials,0.0810721540519562,0.201464476548585,-0.08066295718129757,-2.8898884793992314,0.3072756636357973,0.2839853763008272,0.25581894228605107
154,2046,Fasadgruppen,Construction Supplies,8.734,-14.566,0.8,1365.2,3345.5,0.11622,6808.2,35.464,0.14627,-467.4,1269.6,-0.12383,-0.07975,0.29309999999999997,Sweden,Mid Cap,FG,29.57,2022-02-17,FG.ST,0.008,36.626,2.497,5.362,0.50522,Q4-2021,Industrials,-0.3681474480151229,0.40807054251980274,0.05119347749247505,1.2145161352030853,0.3331290644260281,0.3138121787541376,0.38632337421858415
155,83,Fast Balder,Real Estate,136.244,-3.461,0.039,6744.0,229933.0,0.02696,98136.0,34.525,0.20897,-28353.0,88567.0,-0.21441,-0.12036,0.36505000000000004,Sweden,Large Cap,BALD B,35.673,2022-02-11,BALD-B.ST,,5.302,10.958,1.108,0.27457,Q4-2021,Financials,-0.320130522655165,0.029330283169445012,0.012977496840805514,0.3684845640160189,0.2893034685533655,0.27913602965497497,0.32278346184105683
156,393,Fastator,Real Estate,2.839,-0.86,0.049,222.738,7396.13,0.11055999999999999,1446.586,35.773,0.18905000000000002,-1681.882,2104.069,-0.19399,-0.03445,-0.0776,Sweden,Mid Cap,FASTAT,4.845,2022-02-16,FASTAT.ST,0.05325,3.085,3.88,0.688,1.1890399999999999,Q4-2021,Financials,-0.7993473598061661,0.030115479311477757,0.06473034451735338,1.7493251417209656,0.3268227913822534,0.30491652042313067,0.3391384442340077
157,82,Fastpartner A,Real Estate,10.51,-26.216,0.049,1301.0,37922.102,0.037309999999999996,17307.752,47.743,0.19291,-660.2,17457.4,-0.34319000000000005,-0.3159,0.14234,Sweden,Large Cap,FPAR A,26.442,2022-02-11,FPAR-A.ST,0.023039999999999998,5.139,9.324,0.991,0.14401,Q4-2021,Financials,-0.03781777355161708,0.034307169998118774,0.02082701741424653,0.3890725277855141,0.36522987955895797,0.3349950270536908,0.49060972947214926
158,1903,Fastpartner D,Real Estate,2.637,-21.302,0.049,1301.0,37922.102,0.037309999999999996,14063.681,11.589,0.19291,-660.2,17457.4,-0.04433,-0.06053,-0.03,Sweden,Large Cap,FPAR D,23.865,2022-02-11,FPAR-D.ST,0.06443,4.176,7.576,0.806,0.14401,Q4-2021,Financials,-0.03781777355161708,0.034307169998118774,0.04510559971097661,4.044593870415192,0.0948553158157339,0.08504785414114437,0.10221042288268617
159,85,Fenix Outdoor,Clothing & Footwear,5.195,15.836,0.975,4030.752,6937.224,0.24575,13863.8,38.8,0.14734999999999998,875.481,3970.374,-0.14876,-0.17468,-0.11512,Sweden,Large Cap,FOI B,15.66,2022-02-09,FOI-B.ST,0.01942,23.618,2.023,3.492,0.02366,Q4-2021,Consumer Durables,0.22050340849501837,0.581032412965186,0.048930732992323867,1.4242174581429776,0.32506047388501597,0.3068954086299815,0.31487998755382035
160,1788,Ferroamp,Energy & Recycling,2.102,-9.446,0.582,47.185,189.457,-0.70917,664.247,48.163,-0.27029,-70.324,152.064,-0.28373000000000004,-0.27465,-0.36103999999999997,Sweden,First North,FERRO,-14.131,2022-02-16,FERRO.ST,,-16.161,4.739,4.368,0.3086,Q4-2021,Industrials,-0.4624631734006734,0.24905387502177276,-0.1326341289073968,-3.108906186321435,0.3920941421048555,0.33874051005096184,0.3910095056112666
161,1546,Ferronordic,Industrial Components,20.164,22.583,1.564,1111.0,3973.0,0.50842,1964.726,65.33,0.3079,87.0,1101.0,-0.5846399999999999,-0.45703000000000005,-0.30165,Sweden,Mid Cap,FNM,4.478,2022-02-18,FNM.ST,0.08506,5.796,0.316,1.784,0.51201,Q4-2021,Industrials,0.07901907356948229,0.2796375534860307,-0.05709208434415991,-0.925464817979756,0.5266182270532968,0.4181615431860426,0.5653997710275769
162,1361,Filo Mining,Mining,3.855,-72.7,,-249.416,236.861,-7.314690000000001,11216.487,59.251,-0.96795,-154.284,203.549,0.14052,0.57097,5.283869999999999,Sweden,First North,FIL,-38.645,2021-11-13,FIL.ST,,-55.432,,55.105,-0.32332,Q3-2021,Materials,-0.7579698254474352,-1.0530057713173548,0.10236038011891258,2.072288767840616,0.7967677780311818,0.6035611426406676,0.4527112218517292
163,86,Fingerprint Cards,Biometric,49.583,-64.47,0.754,396.9,1799.0,-0.00781,4300.14,60.367,0.0001,-66.7,1027.2,-0.26565,-0.48648,-0.48938000000000004,Sweden,Mid Cap,FING B,-558.084,2022-01-28,FING-B.ST,,48100.0,3.172,4.186,0.14215,Q4-2021,Technology,-0.06493380062305296,0.2206225680933852,0.019238620332198364,0.3512214069722543,0.5773131461525535,0.49294514078298496,0.5020333737560599
164,2284,Flat Capital,Holding Companies,2.432,-11.919,,,344.753,0.25132,564.076,158.772,0.20068999999999998,-47.325,337.544,-0.34865999999999997,-0.81553,-0.95301,Sweden,First North,FLAT B,6.929,2022-02-16,FLAT-B-ST,,8.327,,1.671,2.70376,Q4-2021,Financials,-0.14020394378214399,,-0.0008568871941454503,-0.01702840602432718,1.58772,0.3790477728090277,0.4612
165,1840,FluoGuide,Medical Equipment,0.562,-19.539,,13.721,76.442,,629.392,47.566,-0.49054000000000003,-32.212,62.842,-0.38564,-0.51986,-0.59416,Sweden,First North,FLUO,-14.808,2021-11-15,FLUO.ST,,-18.993,45.87,10.015,1.53771,Q3-2021,Health Care,-0.512587123261513,0.17949556526516838,-0.006124003456648097,-0.12356121055375772,0.5064252058598787,0.4745746990834229,0.4542478868649714
166,1425,FM Mattsson,Installation,1.33,19.877,1.054,703.5,1731.4,0.31521,3025.265,50.915,0.29408999999999996,152.2,806.9,-0.14,0.05392,0.22158999999999998,Sweden,Mid Cap,FMM B,9.831,2022-02-23,FMM-B.ST,0.03488,12.749,1.658,3.749,0.26407,Q4-2021,Industrials,0.18862312554219854,0.40631858611528243,0.09774789392784633,1.9464924208419925,0.4709876523328385,0.4235744258075847,0.46025056984615065
167,87,Formpipe Software,IT Services,1.175,42.508,0.68,224.972,696.339,0.15252000000000002,1712.256,44.739,0.11739000000000001,40.281,429.638,-0.09859,0.03226,0.11888,Sweden,Small Cap,FPIP,25.054,2022-02-16,FPIP.ST,0.02188,33.952,3.618,3.985,-0.03356,Q4-2021,Technology,0.0937556733808462,0.3230782707847758,-0.015814117911543968,-0.3166765478003537,0.45407271020558326,0.3945371879224002,0.4576871440716537
168,2034,Fortinova,Real Estate,0.856,-4.547,0.053,124.7,4123.1,0.02818,2571.884,33.514,0.15221,-565.6,2308.6,-0.19452999999999998,-0.12105,0.24318,Sweden,First North,FNOVA B,36.155,2022-01-19,FNOVA-B.ST,0.00918,7.319,11.83,1.114,0.31472,Q1-2022,Financials,-0.2449969678593087,0.030244233707647155,-0.009450032757050697,-0.30722576013015424,0.2873786007596316,0.2652071365633864,0.2819131469356668
169,2076,Fractal Gaming,Computer Hardware,0.577,-9.452,0.848,167.2,564.5,-0.00491,699.462,36.991,-0.016479999999999998,-74.0,267.0,-0.22963,-0.21503,-0.55846,Sweden,First North,FRACTL,-589.759,2022-02-10,FRACTL.ST,,-158.968,1.435,2.62,0.04714,Q4-2021,Technology,-0.27715355805243447,0.2961913197519929,-0.004642059673056753,-0.12509918145068175,0.6163453993057538,0.4231857254309448,0.34009159109759474
170,2238,Fragbite,Gaming,4.261,-9.064,0.232,23.045,297.762,-0.19399999999999998,483.527,79.061,-0.17248000000000002,-53.346,217.062,0.08481,0.12244999999999999,-0.95301,Sweden,First North,FRAG,-11.488,2021-11-30,FRAG.ST,,-11.99,6.409,2.228,,Q3-2021,Consumer Durables,-0.24576388313016553,0.07739402610138299,0.0010421640960487366,0.01882041450184299,0.7352988308805508,0.6469296640633436,0.5075122927011936
171,383,G5 Entertainment,Gaming,19.444,13.649,2.102,810.447,625.791,0.62148,2076.168,56.416,0.40253,152.106,492.41,-0.48672,-0.48111,-0.55771,Sweden,Mid Cap,G5EN,8.891,2022-02-10,G5EN.ST,0.030699999999999998,9.775,1.578,4.216,0.05496,Q4-2021,Consumer Durables,0.30890111898621064,1.2950761516225064,-0.0544173257113455,-0.9154014208799829,0.5007420236661461,0.45227351745590416,0.544835322518037
172,1831,Gaming Innovation,Gambling & Casinos,3.287,44.656,0.942,818.325,919.648,0.22752,1575.819,54.034,-0.0052,35.288,124.852,-0.012119999999999999,-0.185,-0.24711,Sweden,Small Cap,GIGSEK,26.708,2022-02-15,GIGSEK.ST,,-2432.836,1.819,12.621,-0.05885,Q4-2021,Consumer Durables,0.2826386441546791,0.8898241501096071,-0.17425723843254726,-2.2130029802405797,0.954154501763174,0.7519312214336411,0.7216863173173895
173,1383,Gapwaves,Communications,1.658,-17.887,0.137,24.42,253.592,-1.97058,918.259,51.722,-0.15921,-51.336,228.083,-0.44732,-0.50903,-0.45636000000000004,Sweden,First North,GAPW B,-19.511,2022-02-17,GAPW-B.ST,,-25.29,23.001,4.026,1.5696100000000002,Q4-2021,Technology,-0.22507595919029474,0.09629641313606108,-0.047228249054673044,-1.1508512656345518,0.48012429567033527,0.4244623888103702,0.3761164152066743
174,1011,Garo,Electrical Components,9.116,83.441,1.383,653.1,936.9,0.39168,6450.0,54.323,0.30227,77.3,551.5,-0.4069,-0.355,0.01097,Sweden,Mid Cap,GARO,31.084,2022-02-23,GARO.ST,0.01085,38.692,4.952,11.695,0.26045999999999997,Q4-2021,Industrials,0.14016319129646418,0.697086135126481,-0.01923659722664428,-0.3341253370576728,0.5033853422176399,0.4608892546577903,0.5276652389235543
175,297,Generic Sweden,Security & Surveillance,1.231,30.568,1.922,53.687,59.424,4.23651,563.588,65.256,0.59801,18.437,30.312,-0.49393,-0.42688000000000004,0.11829,Sweden,First North,GENI,23.316,2022-02-17,GENI.ST,0.02181,31.093,4.909,18.593,0.3375,Q4-2021,Technology,0.60824096067564,0.9034565158858373,-0.09173662778261815,-1.2014048523860779,0.6533328604081244,0.601855089597338,0.6998307689184229
176,1953,Genova Property,Real Estate,1.394,-2.079,0.032,217.8,8953.1,0.02423,4323.631,40.656,0.13445000000000001,-2080.1,3316.0,-0.27871,-0.24265,0.37333,Sweden,Mid Cap,GPG,50.267,2021-10-29,GPG.ST,,8.932,15.013,1.304,0.33226999999999995,Q3-2021,Financials,-0.627291917973462,0.024326769498832806,-0.011147528001315021,-0.2537114543853969,0.3961715094160779,0.3641219192618162,0.40269676433344503
177,298,Genovis,Biotechnology,7.369,69.514,0.656,85.6,141.75,0.6781900000000001,2844.498,96.75,0.21735,40.92,113.994,-0.41284,-0.27219,0.06495000000000001,Sweden,First North,GENO,112.585,2022-02-08,GENO.ST,,114.826,29.226,24.953,0.32914,Q4-2021,Health Care,0.358966261382178,0.6038800705467372,0.03706411764964135,0.5548681249278111,0.6897370805490011,0.5935361153561317,0.6122143877640395
178,88,Getinge,Medical Supplies,273.412,17.984,0.607,13580.0,44555.0,0.15185,94076.598,35.495,0.11797,5231.0,25176.0,-0.08309,-0.02181,0.59317,Sweden,Large Cap,GETI B,22.349,2022-01-28,GETI-B.ST,0.01158,31.676,3.478,3.737,-0.0102,Q4-2021,Health Care,0.20777724817286305,0.30479183032207385,0.07265408343694091,2.029245434011293,0.2959742663535245,0.27134911507826354,0.328144473129874
179,90,GHP Specialty Care,Healthcare Facilities,1.224,12.088,1.201,1225.3,1222.5,0.12696,1375.632,38.077,0.10711,113.8,511.6,-0.18417000000000003,-0.33851,-0.15238,Sweden,Small Cap,GHP,17.366,2022-02-23,GHP.ST,0.025539999999999997,25.106,0.915,2.689,0.051609999999999996,Q4-2021,Health Care,0.22243940578577012,1.0022903885480572,-0.03226433418044328,-0.7379926703969937,0.32176330999215763,0.29815805542240226,0.4006916587659233
180,1333,GomSpace,Satellite Systems,1.273,-20.143,0.528,49.016,404.509,-0.00017,455.315,65.566,-0.12150999999999999,-22.604,224.89,-0.27052,-0.51232,-0.50568,Sweden,First North,GOMX,-13198.89,2022-02-01,GOMX.ST,,-16.663,2.132,2.025,0.00362,Q4-2021,Technology,-0.10051136110987594,0.1211740653483606,-0.017701238685407183,-0.22755169149502322,0.5518283701752323,0.4860237690656307,0.712956828731226
181,1678,Green Landscaping,Business Support & Services,3.899,-11.871,0.99,1787.3,3171.2,0.08189,3733.582,46.687,0.10249000000000001,-314.5,895.7,-0.27236,-0.24312999999999999,0.42629,Sweden,Mid Cap,GREEN,30.673,2022-02-16,GREEN.ST,,40.673,1.174,4.168,0.59293,Q4-2021,Industrials,-0.35112202746455284,0.5636036831483351,0.014659015937462327,0.2882333004102862,0.5392471895297607,0.5067208422982852,0.46612275577709655
182,426,Gränges,Industrial Components,24.939,176.267,1.15,5687.0,15767.0,0.08843999999999999,10928.565,39.801,0.08583,62.0,6932.0,0.05112,-0.03655,-0.07719999999999999,Sweden,Mid Cap,GRNG,17.493,2022-01-27,GRNG.ST,0.02189,18.368,0.603,1.577,0.15492,Q4-2021,Industrials,0.00894402769763416,0.36069004883617684,0.2074482363397232,6.741095433597832,0.39340263939462433,0.33666743776041,0.2820453308148746
183,93,Haldex,Industrial Components,10.434,14.71,0.986,1260.0,4677.0,0.1173,1809.334,46.837,0.13493,123.0,1675.0,-0.31743,-0.27059,-0.22741,Sweden,Mid Cap,HLDX,8.992,2022-02-10,HLDX.ST,,8.004,0.392,1.08,0.15112,Q4-2021,Industrials,0.07343283582089552,0.26940346375881974,-0.1507196538497515,-4.275921039260041,0.4203645952926824,0.3539376213665877,0.32305751960450296
184,204,Handelsbanken A,Banks,388.027,3.597,0.013,30895.0,3346764.0,0.00768,174915.674,22.772,0.10371000000000001,48629.0,181731.0,-0.11747999999999999,-0.09931,-0.019530000000000002,Sweden,Large Cap,SHB A,7.451,2022-02-09,SHB-A.ST,0.056600000000000004,9.28,4.035,0.962,0.06745,Q4-2021,Financials,0.2675878083541058,0.00923130522498748,-0.034203484770775394,-1.4731499791215963,0.21092394779214063,0.1880207447871214,0.21279579162307405
185,301,Hansa Biopharma,Biotechnology,21.689,-5.039,0.033,18.453,1012.808,-2.8750299999999998,2437.221,62.87,-0.7237300000000001,-483.637,757.575,-0.42325,-0.57184,-0.67471,Sweden,Mid Cap,HNSA,-2.895,2022-02-03,HNSA.ST,,-4.267,71.941,3.217,-0.29396,Q4-2021,Health Care,-0.6384014784014783,0.018219642814827686,-0.07752248114802562,-1.2555512660752675,0.5894900470922827,0.5228788363756044,0.5658910910616978
186,403,Hanza Holding,Business Consultants,13.398,-57.46,1.289,984.6,1951.3,0.1191,1235.4,84.499,0.13698,-21.5,585.5,-0.23009000000000002,0.13724999999999998,1.2970300000000001,Sweden,Small Cap,HANZA,15.275,2022-02-15,HANZA.ST,0.01437,15.404,0.491,2.11,0.37979,Q4-2021,Industrials,-0.036720751494449186,0.5045866857992108,-0.07309557581860127,-0.7731991058854619,0.6134068420647647,0.500920302048832,0.8664417912680419
187,95,Heba,Real Estate,7.333,-13.61,0.029,312.9,15515.7,0.02044,11459.328,32.686,0.19688,-842.0,7492.8,-0.12484,-0.050620000000000005,0.29719999999999996,Sweden,Mid Cap,HEBA B,63.413,2022-02-10,HEBA-B.ST,0.01153,7.768,25.488,1.529,0.21446,Q4-2021,Financials,-0.11237454623104846,0.020166669889208993,0.03910703102769797,1.2413295521558447,0.3113532628294823,0.28521311128712806,0.2887402939504228
188,2127,Hemnet,Online Services,30.958,52.426,0.341,599.9,2133.5,0.11659000000000001,13248.161,43.048,0.10317,252.7,1516.9,-0.24123999999999998,-0.36776000000000003,-0.95301,Sweden,Large Cap,HEM,60.012,2022-02-01,HEM.ST,0.0042,84.658,18.151,8.734,-0.10103999999999999,Q4-2021,Technology,0.16658975542224272,0.28118115772205293,-0.11246482007300695,-2.5583717547544986,0.5416969583102426,0.46247986641057387,0.40289574808380346
189,97,Hennes & Mauritz,Clothing & Footwear,645.854,6.467,1.107,105006.0,179781.0,0.16739,262196.506,34.25,0.18344000000000002,40541.0,60018.0,-0.05848,-0.10587999999999999,-0.19665,Sweden,Large Cap,HM B,19.787,2022-01-28,HM-B.ST,0.04103,23.814,1.318,4.369,0.031030000000000002,Q4-2021,Consumer Durables,0.6754806891265953,0.5840772940410833,0.03375281530331087,0.896838599876819,0.29007977073136604,0.2781416791921943,0.3449334831630364
190,98,Hexagon,Measuring & Analysis,387.826,196.196,0.308,28530.42,143769.0,0.08961000000000001,315188.187,32.889,0.09146000000000001,1606.5,89067.422,-0.12406,-0.20801999999999998,0.12359,Sweden,Large Cap,HEXA B,33.117,2022-02-02,HEXA-B.ST,0.00963,37.037,7.118,3.539,0.31684999999999997,Q4-2021,Industrials,0.018036897935588613,0.19844625753813408,0.027567063287974536,0.7165113535736171,0.27570006051813495,0.2689668218840475,0.35262010455163606
191,405,Hexatronic,Electrical Components,136.879,-12.405,0.74,1567.2,4715.2,0.13324999999999998,13020.312,59.793,0.15363,-1049.6,1647.5,-0.30628,0.31893,1.94577,Sweden,Large Cap,HTRO,39.073,2022-02-24,HTRO.ST,0.00156,48.561,3.694,7.903,1.4140100000000002,Q4-2021,Industrials,-0.6370864946889225,0.33237190363081104,-0.026064732462377727,-0.39918155840969305,0.5751589955073098,0.5043776192923028,0.5984425230136999
192,2200,Hexicon,Wind Energy,1.567,-6.905,0.053,-55.3,432.2,-0.4975,696.683,74.61,-0.15737,-100.9,322.7,-0.08723,-0.19538,-0.95301,Sweden,First North,HEXI,-8.174,2022-02-23,HEXI.ST,,-13.718,26.591,2.159,2.66576,Q4-2021,Utilities,-0.31267431050511313,-0.12795002313743636,-0.027388685221625853,-0.2901320922209221,0.6643147104177298,0.6011451714011883,0.8651971055849159
